100 4950
3 13 29
3 14 22
3 15 6
3 16 18
3 17 27
3 18 6
3 19 17
3 20 14
3 21 30
3 22 6
3 23 24
3 24 17
3 25 21
3 26 17
3 27 17
3 28 10
3 29 28
3 30 25
3 31 28
3 32 27
3 33 9
3 34 28
3 35 22
3 36 7
3 37 10
3 38 14
3 39 15
3 40 23
3 41 27
3 42 19
3 43 9
3 44 30
3 45 22
3 46 29
3 47 22
3 48 19
3 49 14
3 50 7
3 51 8
3 52 10
3 53 30
3 54 11
3 55 13
3 56 6
3 57 25
3 58 17
3 59 7
3 60 11
3 61 23
3 62 10
3 63 11
3 64 21
3 65 21
3 66 24
3 67 22
3 68 28
3 69 26
3 70 15
3 71 23
3 72 22
3 73 27
3 74 30
3 75 15
3 76 8
3 77 22
3 78 7
3 79 12
3 80 27
3 81 18
3 82 26
3 83 16
3 84 16
3 85 17
3 86 16
3 87 15
3 88 23
3 89 12
3 90 23
3 91 23
3 92 13
3 93 26
3 94 29
3 95 6
3 96 27
3 97 7
3 98 26
3 99 7
3 100 20
4 5 25
4 6 7
4 7 11
4 8 16
4 9 16
4 10 23
4 11 23
4 12 8
4 13 24
4 14 29
4 15 21
4 16 20
4 17 8
4 18 20
4 19 13
4 20 23
4 21 26
4 22 20
4 23 29
4 24 9
4 25 26
4 26 10
4 27 21
4 28 27
4 29 21
4 30 25
4 31 23
4 32 24
4 33 29
4 34 29
4 35 11
4 36 18
4 37 12
4 38 20
4 39 15
4 40 30
4 41 18
4 42 30
4 43 21
4 44 25
4 45 9
4 46 10
4 47 6
4 48 19
4 49 10
4 50 14
4 51 16
4 52 13
4 53 28
4 54 10
4 55 7
4 56 19
4 57 18
4 58 25
4 59 19
4 60 25
4 61 30
4 62 15
4 63 29
4 64 11
4 65 24
4 66 15
4 67 24
4 68 12
4 69 20
4 70 22
4 71 25
4 72 27
4 73 12
4 74 13
4 75 10
4 76 17
4 77 28
4 78 10
4 79 17
4 80 10
4 81 11
4 82 6
4 83 16
4 84 26
4 85 11
4 86 21
4 87 12
4 88 22
4 89 8
4 90 9
4 91 13
4 92 9
4 93 28
4 94 7
4 95 16
4 96 15
4 97 30
4 98 27
4 99 12
4 100 21
5 6 9
5 7 19
5 8 17
5 9 23
5 10 10
5 11 14
5 12 10
5 13 25
5 14 24
5 15 13
5 16 28
5 17 10
5 18 10
5 19 12
5 20 26
5 21 26
5 22 19
5 23 11
5 24 14
5 25 30
5 26 6
5 27 21
5 28 19
5 29 15
5 30 22
5 31 25
5 32 23
5 33 17
5 34 19
5 35 22
5 36 29
5 37 8
5 38 24
5 39 9
5 40 10
5 41 9
5 42 17
5 43 19
5 44 14
5 45 16
5 46 6
5 47 9
5 48 14
5 49 22
5 50 29
5 51 9
5 52 26
5 53 24
5 54 15
5 55 20
5 56 22
5 57 17
5 58 24
5 59 28
5 60 15
5 61 9
5 62 29
5 63 24
5 64 22
5 65 16
5 66 25
5 67 7
5 68 24
5 69 13
5 70 9
5 71 10
5 72 8
5 73 19
5 74 7
5 75 13
5 76 21
5 77 22
5 78 18
5 79 19
5 80 17
5 81 27
5 82 20
5 83 11
5 84 30
5 85 7
5 86 16
5 87 29
5 88 14
5 89 18
5 90 6
5 91 19
5 92 16
5 93 26
5 94 11
5 95 18
5 96 9
5 97 8
5 98 25
5 99 12
5 100 12
6 7 14
6 8 25
6 9 14
6 10 8
6 11 25
6 12 17
6 13 21
6 14 14
6 15 13
6 16 22
6 17 9
6 18 29
6 19 6
6 20 29
6 21 18
6 22 30
6 23 27
6 24 6
6 25 25
6 26 29
6 27 25
6 28 8
6 29 23
6 30 30
6 31 28
6 32 7
6 33 10
6 34 23
6 35 6
6 36 14
6 37 7
6 38 9
6 39 9
6 40 29
6 41 19
6 42 26
6 43 21
6 44 27
6 45 14
6 46 6
6 47 29
6 48 26
6 49 23
6 50 17
6 51 24
6 52 6
6 53 27
6 54 29
6 55 10
6 56 8
6 57 16
6 58 17
6 59 9
6 60 9
6 61 30
6 62 9
6 63 8
6 64 16
6 65 12
6 66 21
6 67 11
6 68 25
6 69 27
6 70 12
6 71 21
6 72 10
6 73 11
6 74 21
6 75 16
6 76 22
6 77 18
6 78 30
6 79 29
6 80 25
6 81 20
6 82 17
6 83 28
6 84 20
6 85 24
6 86 28
6 87 23
6 88 9
6 89 8
6 90 6
6 91 20
6 92 17
6 93 24
6 94 21
6 95 17
6 96 30
6 97 24
6 98 24
6 99 20
6 100 17
7 8 11
7 9 17
7 10 6
7 11 17
7 12 6
7 13 19
7 14 7
7 15 30
7 16 27
7 17 21
7 18 9
7 19 25
7 20 15
7 21 29
7 22 29
7 23 20
7 24 25
7 25 19
7 26 13
7 27 6
7 28 24
7 29 28
7 30 24
7 31 19
7 32 18
7 33 25
7 34 28
7 35 15
7 36 6
7 37 24
7 38 23
7 39 28
7 40 23
7 41 11
7 42 11
7 43 30
7 44 15
7 45 29
7 46 8
7 47 9
7 48 29
7 49 17
7 50 28
7 51 17
7 52 8
7 53 21
7 54 13
7 55 28
7 56 21
7 57 15
7 58 14
7 59 27
7 60 29
7 61 11
7 62 22
7 63 7
7 64 29
7 65 14
7 66 26
7 67 19
7 68 6
7 69 11
7 70 6
7 71 11
7 72 23
7 73 11
7 74 14
7 75 21
7 76 16
7 77 9
7 78 18
7 79 10
7 80 19
7 81 17
7 82 10
7 83 30
7 84 9
7 85 25
7 86 8
7 87 9
7 88 22
7 89 17
7 90 19
7 91 30
7 92 15
7 93 26
7 94 11
7 95 28
7 96 25
7 97 25
7 98 23
7 99 21
7 100 17
8 9 7
8 10 15
8 11 18
8 12 19
8 13 29
8 14 9
8 15 7
8 16 26
8 17 28
8 18 22
8 19 14
8 20 15
8 21 18
8 22 6
8 23 24
8 24 17
8 25 13
8 26 21
8 27 10
8 28 13
8 29 18
8 30 26
8 31 30
8 32 23
8 33 16
8 34 7
8 35 16
8 36 10
8 37 26
8 38 8
8 39 27
8 40 10
8 41 12
8 42 18
8 43 12
8 44 17
8 45 15
8 46 13
8 47 26
8 48 28
8 49 24
8 50 9
8 51 21
8 52 11
8 53 26
8 54 28
8 55 13
8 56 15
8 57 15
8 58 13
8 59 26
8 60 8
8 61 8
8 62 13
8 63 24
8 64 25
8 65 21
8 66 11
8 67 9
8 68 20
8 69 30
8 70 25
8 71 7
8 72 22
8 73 30
8 74 25
8 75 28
8 76 20
8 77 7
8 78 29
8 79 19
8 80 14
8 81 10
8 82 10
8 83 8
8 84 19
8 85 7
8 86 25
8 87 14
8 88 9
8 89 10
8 90 26
8 91 25
8 92 18
8 93 28
8 94 16
8 95 8
8 96 10
8 97 16
8 98 21
8 99 28
8 100 23
9 10 13
9 11 12
9 12 13
9 13 25
9 14 12
9 15 17
9 16 6
9 17 16
9 18 23
9 19 29
9 20 20
9 21 25
9 22 27
9 23 13
9 24 30
9 25 8
9 26 25
9 27 12
9 28 6
9 29 7
9 30 27
9 31 23
9 32 19
9 33 19
9 34 18
9 35 26
9 36 27
9 37 15
9 38 18
9 39 29
9 40 10
9 41 10
9 42 6
9 43 27
9 44 21
9 45 28
9 46 13
9 47 21
9 48 16
9 49 19
9 50 18
9 51 12
9 52 18
9 53 30
9 54 9
9 55 6
9 56 15
9 57 15
9 58 29
9 59 28
9 60 28
9 61 16
9 62 24
9 63 19
9 64 24
9 65 9
9 66 24
9 67 18
9 68 18
9 69 8
9 70 23
9 71 20
9 72 15
9 73 16
9 74 28
9 75 15
9 76 6
9 77 11
9 78 16
9 79 17
9 80 22
9 81 29
9 82 28
9 83 25
9 84 29
9 85 21
9 86 8
9 87 16
9 88 24
9 89 7
9 90 27
9 91 20
9 92 11
9 93 28
9 94 13
9 95 23
9 96 14
9 97 26
9 98 26
9 99 8
9 100 6
10 11 20
10 12 21
10 13 29
10 14 10
10 15 26
10 16 26
10 17 14
10 18 17
10 19 13
10 20 15
10 21 10
10 22 9
10 23 29
10 24 9
10 25 16
10 26 26
10 27 7
10 28 23
10 29 29
10 30 30
10 31 9
10 32 18
10 33 7
10 34 21
10 35 26
10 36 16
10 37 26
10 38 15
10 39 30
10 40 16
10 41 27
10 42 8
10 43 13
10 44 6
10 45 19
10 46 23
10 47 25
10 48 26
10 49 17
10 50 27
10 51 26
10 52 7
10 53 30
10 54 6
10 55 6
10 56 18
10 57 28
10 58 10
10 59 7
10 60 14
10 61 13
10 62 29
10 63 7
10 64 26
10 65 14
10 66 28
10 67 28
10 68 27
10 69 15
10 70 29
10 71 21
10 72 6
10 73 29
10 74 9
10 75 16
10 76 30
10 77 17
10 78 19
10 79 24
10 80 24
10 81 19
10 82 8
10 83 8
10 84 25
10 85 13
10 86 30
10 87 30
10 88 18
10 89 23
10 90 28
10 91 6
10 92 16
10 93 7
10 94 7
10 95 30
10 96 14
10 97 29
10 98 26
10 99 8
10 100 15
11 12 30
11 13 6
11 14 28
11 15 13
11 16 30
11 17 22
11 18 10
11 19 12
11 20 18
11 21 29
11 22 17
11 23 25
11 24 20
11 25 25
11 26 30
11 27 17
11 28 10
11 29 13
11 30 25
11 31 24
11 32 18
11 33 23
11 34 30
11 35 6
11 36 11
11 37 7
11 38 29
11 39 11
11 40 19
11 41 11
11 42 16
11 43 29
11 44 22
11 45 14
11 46 13
11 47 20
11 48 12
11 49 20
11 50 17
11 51 20
11 52 9
11 53 17
11 54 16
11 55 15
11 56 28
11 57 28
11 58 15
11 59 10
11 60 14
11 61 23
11 62 23
11 63 10
11 64 7
11 65 20
11 66 12
11 67 8
11 68 17
11 69 13
11 70 17
11 71 20
11 72 13
11 73 25
11 74 26
11 75 13
11 76 13
11 77 15
11 78 28
11 79 9
11 80 12
11 81 14
11 82 26
11 83 12
11 84 20
11 85 13
11 86 23
11 87 24
11 88 25
11 89 12
11 90 7
11 91 9
11 92 10
11 93 15
11 94 10
11 95 26
11 96 28
11 97 28
11 98 16
11 99 15
11 100 17
12 13 25
12 14 14
12 15 27
12 16 9
12 17 17
12 18 25
12 19 14
12 20 27
12 21 25
12 22 25
12 23 11
12 24 15
12 25 11
12 26 7
12 27 18
12 28 27
12 29 20
12 30 9
12 31 16
12 32 9
12 33 28
12 34 9
12 35 26
12 36 22
12 37 28
12 38 30
12 39 17
12 40 24
12 41 29
12 42 30
12 43 23
12 44 18
12 45 26
12 46 30
12 47 6
12 48 17
12 49 7
12 50 18
12 51 15
12 52 9
12 53 15
12 54 29
12 55 23
12 56 29
12 57 27
12 58 22
12 59 29
12 60 24
12 61 30
12 62 20
12 63 15
12 64 15
12 65 27
12 66 23
12 67 27
12 68 11
12 69 22
12 70 19
12 71 6
12 72 14
12 73 30
12 74 19
12 75 21
12 76 12
12 77 21
12 78 23
12 79 19
12 80 6
12 81 6
12 82 9
12 83 18
12 84 15
12 85 6
12 86 15
12 87 22
12 88 17
12 89 24
12 90 6
12 91 14
12 92 11
12 93 14
12 94 10
12 95 28
12 96 18
12 97 16
12 98 25
12 99 14
12 100 19
13 14 30
13 15 21
13 16 28
13 17 8
13 18 27
13 19 25
13 20 30
13 21 29
13 22 23
13 23 11
13 24 27
13 25 18
13 26 20
13 27 15
13 28 15
13 29 19
13 30 17
13 31 22
13 32 30
13 33 22
13 34 10
13 35 26
13 36 14
13 37 27
13 38 30
13 39 9
13 40 28
13 41 26
13 42 27
13 43 11
13 44 18
13 45 8
13 46 25
13 47 9
13 48 20
13 49 28
13 50 8
13 51 13
13 52 28
13 53 16
13 54 21
13 55 23
13 56 7
13 57 14
13 58 22
13 59 22
13 60 20
13 61 9
13 62 25
13 63 25
13 64 6
13 65 21
13 66 25
13 67 8
13 68 19
13 69 25
13 70 9
13 71 22
13 72 8
13 73 17
13 74 30
13 75 19
13 76 20
13 77 22
13 78 10
13 79 8
13 80 6
13 81 30
13 82 24
13 83 15
13 84 18
13 85 28
13 86 15
13 87 18
13 88 19
13 89 7
13 90 7
13 91 11
13 92 14
13 93 25
13 94 20
13 95 25
13 96 25
13 97 21
13 98 19
13 99 16
13 100 27
14 15 29
14 16 19
14 17 11
14 18 17
14 19 25
14 20 15
14 21 25
14 22 29
14 23 12
14 24 18
14 25 14
14 26 23
14 27 7
14 28 22
14 29 6
14 30 25
14 31 16
14 32 18
14 33 17
14 34 20
14 35 23
14 36 8
14 37 9
14 38 20
14 39 18
14 40 14
14 41 28
14 42 21
14 43 22
14 44 30
14 45 24
14 46 18
14 47 24
14 48 28
14 49 11
14 50 6
14 51 24
14 52 18
14 53 11
14 54 22
14 55 7
14 56 22
14 57 9
14 58 10
14 59 17
14 60 9
14 61 28
14 62 25
14 63 24
14 64 30
14 65 23
14 66 20
14 67 14
14 68 21
14 69 21
14 70 26
14 71 11
14 72 16
14 73 26
14 74 27
14 75 29
14 76 12
14 77 19
14 78 27
14 79 19
14 80 27
14 81 8
14 82 13
14 83 29
14 84 7
14 85 29
14 86 20
14 87 22
14 88 13
14 89 15
14 90 30
14 91 27
14 92 17
14 93 20
14 94 26
14 95 12
14 96 9
14 97 21
14 98 7
14 99 11
14 100 13
15 16 11
15 17 24
15 18 26
15 19 22
15 20 7
15 21 21
15 22 24
15 23 29
15 24 14
15 25 10
15 26 9
15 27 25
15 28 24
15 29 28
15 30 14
15 31 17
15 32 8
15 33 15
15 34 15
15 35 30
15 36 24
15 37 9
15 38 9
15 39 23
15 40 13
15 41 7
15 42 12
15 43 10
15 44 7
15 45 18
15 46 25
15 47 29
15 48 23
15 49 10
15 50 18
15 51 14
15 52 28
15 53 18
15 54 9
15 55 24
15 56 21
15 57 23
15 58 10
15 59 12
15 60 27
15 61 7
15 62 15
15 63 7
15 64 15
15 65 28
15 66 22
15 67 17
15 68 14
15 69 6
15 70 19
15 71 24
15 72 12
15 73 26
15 74 6
15 75 25
15 76 21
15 77 16
15 78 19
15 79 7
15 80 22
15 81 8
15 82 15
15 83 25
15 84 22
15 85 6
15 86 20
15 87 14
15 88 15
15 89 29
15 90 8
15 91 18
15 92 7
15 93 19
15 94 29
15 95 17
15 96 27
15 97 8
15 98 22
15 99 19
15 100 27
16 17 17
16 18 21
16 19 6
16 20 28
16 21 19
16 22 18
16 23 25
16 24 8
16 25 22
16 26 15
16 27 15
16 28 15
16 29 28
16 30 12
16 31 22
16 32 11
16 33 12
16 34 26
16 35 25
16 36 7
16 37 16
16 38 18
16 39 20
16 40 19
16 41 7
16 42 8
16 43 29
16 44 27
16 45 29
16 46 11
16 47 14
16 48 23
16 49 29
16 50 17
16 51 26
16 52 6
16 53 22
16 54 11
16 55 14
16 56 20
16 57 13
16 58 8
16 59 24
16 60 14
16 61 8
16 62 12
16 63 9
16 64 11
16 65 29
16 66 14
16 67 8
16 68 14
16 69 18
16 70 12
16 71 28
16 72 8
16 73 8
16 74 20
16 75 6
16 76 21
16 77 15
16 78 7
16 79 20
16 80 23
16 81 18
16 82 18
16 83 18
16 84 12
16 85 22
16 86 20
16 87 12
16 88 16
16 89 15
16 90 29
16 91 15
16 92 8
16 93 15
16 94 11
16 95 15
16 96 25
16 97 8
16 98 30
16 99 17
16 100 23
17 18 6
17 19 22
17 20 28
17 21 30
17 22 14
17 23 17
17 24 28
17 25 14
17 26 29
17 27 15
17 28 20
17 29 13
17 30 8
17 31 26
17 32 19
17 33 25
17 34 27
17 35 25
17 36 19
17 37 10
17 38 27
17 39 10
17 40 15
17 41 7
17 42 20
17 43 22
17 44 19
17 45 16
17 46 24
17 47 26
17 48 27
17 49 26
17 50 19
17 51 12
17 52 11
17 53 10
17 54 23
17 55 23
17 56 7
17 57 20
17 58 10
17 59 8
17 60 30
17 61 26
17 62 17
17 63 25
17 64 30
17 65 14
17 66 23
17 67 27
17 68 28
17 69 27
17 70 14
17 71 14
17 72 22
17 73 17
17 74 27
17 75 7
17 76 27
17 77 19
17 78 25
17 79 13
17 80 8
17 81 28
17 82 17
17 83 14
17 84 22
17 85 16
17 86 10
17 87 11
17 88 19
17 89 10
17 90 19
17 91 16
17 92 14
17 93 28
17 94 15
17 95 29
17 96 8
17 97 8
17 98 14
17 99 20
17 100 7
18 19 7
18 20 18
18 21 13
18 22 15
18 23 17
18 24 29
18 25 14
18 26 29
18 27 13
18 28 10
18 29 25
18 30 29
18 31 8
18 32 17
18 33 27
18 34 7
18 35 6
18 36 12
18 37 6
18 38 25
18 39 29
18 40 10
18 41 22
18 42 27
18 43 28
18 44 18
18 45 15
18 46 20
18 47 24
18 48 9
18 49 26
18 50 29
18 51 26
18 52 25
18 53 16
18 54 18
18 55 28
18 56 12
18 57 23
18 58 16
18 59 28
18 60 16
18 61 28
18 62 19
18 63 26
18 64 29
18 65 17
18 66 28
18 67 7
18 68 11
18 69 16
18 70 24
18 71 24
18 72 22
18 73 23
18 74 6
18 75 15
18 76 22
18 77 18
18 78 11
18 79 29
18 80 20
18 81 13
18 82 16
18 83 15
18 84 16
18 85 30
18 86 8
18 87 12
18 88 12
18 89 12
18 90 8
18 91 16
18 92 22
18 93 22
18 94 13
18 95 19
18 96 28
18 97 25
18 98 16
18 99 14
18 100 27
19 20 25
19 21 7
19 22 19
19 23 27
19 24 27
19 25 7
19 26 11
19 27 21
19 28 21
19 29 14
19 30 25
19 31 27
19 32 10
19 33 23
19 34 12
19 35 10
19 36 10
19 37 23
19 38 30
19 39 18
19 40 10
19 41 8
19 42 7
19 43 23
19 44 12
19 45 10
19 46 27
19 47 6
19 48 18
19 49 25
19 50 26
19 51 18
19 52 7
19 53 21
19 54 7
19 55 21
19 56 28
19 57 19
19 58 17
19 59 18
19 60 23
19 61 25
19 62 30
19 63 17
19 64 24
19 65 23
19 66 19
19 67 25
19 68 16
19 69 20
19 70 24
19 71 23
19 72 18
19 73 24
19 74 17
19 75 12
19 76 12
19 77 20
19 78 10
19 79 20
19 80 19
19 81 27
19 82 28
19 83 30
19 84 17
19 85 16
19 86 17
19 87 29
19 88 19
19 89 15
19 90 16
19 91 14
19 92 7
19 93 12
19 94 28
19 95 17
19 96 22
19 97 15
19 98 22
19 99 13
19 100 6
20 21 13
20 22 10
20 23 30
20 24 25
20 25 29
20 26 6
20 27 24
20 28 19
20 29 29
20 30 9
20 31 9
20 32 25
20 33 13
20 34 20
20 35 21
20 36 19
20 37 27
20 38 9
20 39 30
20 40 21
20 41 26
20 42 23
20 43 26
20 44 28
20 45 11
20 46 23
20 47 26
20 48 29
20 49 28
20 50 29
20 51 24
20 52 10
20 53 29
20 54 6
20 55 15
20 56 12
20 57 22
20 58 7
20 59 7
20 60 25
20 61 22
20 62 27
20 63 10
20 64 7
20 65 28
20 66 24
20 67 8
20 68 7
20 69 25
20 70 24
20 71 22
20 72 11
20 73 16
20 74 8
20 75 20
20 76 15
20 77 13
20 78 11
20 79 21
20 80 15
20 81 12
20 82 13
20 83 6
20 84 9
20 85 13
20 86 7
20 87 18
20 88 13
20 89 18
20 90 10
20 91 10
20 92 17
20 93 19
20 94 6
20 95 12
20 96 19
20 97 22
20 98 27
20 99 20
20 100 19
21 22 12
21 23 23
21 24 23
21 25 20
21 26 10
21 27 28
21 28 18
21 29 23
21 30 29
21 31 8
21 32 11
21 33 28
21 34 19
21 35 18
21 36 16
21 37 18
21 38 27
21 39 14
21 40 22
21 41 13
21 42 7
21 43 19
21 44 15
21 45 12
21 46 23
21 47 15
21 48 7
21 49 22
21 50 27
21 51 13
21 52 24
21 53 13
21 54 14
21 55 9
21 56 11
21 57 15
21 58 6
21 59 15
21 60 11
21 61 11
21 62 23
21 63 11
21 64 23
21 65 15
21 66 20
21 67 24
21 68 16
21 69 19
21 70 25
21 71 9
21 72 27
21 73 29
21 74 27
21 75 7
21 76 28
21 77 27
21 78 18
21 79 15
21 80 9
21 81 6
21 82 9
21 83 6
21 84 24
21 85 9
21 86 24
21 87 23
21 88 15
21 89 9
21 90 21
21 91 26
21 92 27
21 93 15
21 94 9
21 95 9
21 96 17
21 97 27
21 98 30
21 99 26
21 100 13
22 23 9
22 24 13
22 25 9
22 26 16
22 27 28
22 28 24
22 29 28
22 30 7
22 31 9
22 32 8
22 33 26
22 34 22
22 35 25
22 36 24
22 37 9
22 38 22
22 39 27
22 40 23
22 41 18
22 42 8
22 43 17
22 44 20
22 45 8
22 46 18
22 47 10
22 48 18
22 49 11
22 50 27
22 51 26
22 52 23
22 53 28
22 54 8
22 55 14
22 56 11
22 57 29
22 58 8
22 59 7
22 60 6
22 61 24
22 62 27
22 63 18
22 64 18
22 65 21
22 66 26
22 67 17
22 68 30
22 69 7
22 70 23
22 71 14
22 72 9
22 73 17
22 74 14
22 75 18
22 76 29
22 77 13
22 78 6
22 79 28
22 80 12
22 81 14
22 82 16
22 83 10
22 84 23
22 85 9
22 86 12
22 87 9
22 88 17
22 89 23
22 90 8
22 91 24
22 92 13
22 93 23
22 94 11
22 95 30
22 96 22
22 97 11
22 98 12
22 99 16
22 100 29
23 24 11
23 25 9
23 26 18
23 27 22
23 28 21
23 29 24
23 30 16
23 31 7
23 32 14
23 33 15
23 34 9
23 35 20
23 36 18
23 37 12
23 38 23
23 39 30
23 40 19
23 41 17
23 42 25
23 43 18
23 44 29
23 45 14
23 46 15
23 47 15
23 48 25
23 49 9
23 50 26
23 51 11
23 52 26
23 53 10
23 54 17
23 55 9
23 56 8
23 57 24
23 58 25
23 59 15
23 60 8
23 61 10
23 62 19
23 63 21
23 64 9
23 65 28
23 66 27
23 67 16
23 68 7
23 69 14
23 70 11
23 71 9
23 72 20
23 73 24
23 74 11
23 75 21
23 76 9
23 77 23
23 78 9
23 79 23
23 80 20
23 81 15
23 82 17
23 83 22
23 84 24
23 85 20
23 86 18
23 87 27
23 88 24
23 89 10
23 90 11
23 91 9
23 92 26
23 93 8
23 94 13
23 95 28
23 96 12
23 97 22
23 98 18
23 99 13
23 100 21
24 25 17
24 26 16
24 27 20
24 28 25
24 29 14
24 30 14
24 31 25
24 32 23
24 33 15
24 34 27
24 35 10
24 36 28
24 37 11
24 38 30
24 39 27
24 40 17
24 41 25
24 42 20
24 43 19
24 44 29
24 45 23
24 46 22
24 47 14
24 48 12
24 49 9
24 50 30
24 51 26
24 52 27
24 53 19
24 54 12
24 55 9
24 56 10
24 57 16
24 58 16
24 59 13
24 60 18
24 61 20
24 62 14
24 63 11
24 64 30
24 65 10
24 66 26
24 67 24
24 68 30
24 69 10
24 70 14
24 71 22
24 72 26
24 73 30
24 74 28
24 75 15
24 76 12
24 77 24
24 78 17
24 79 7
24 80 27
24 81 11
24 82 13
24 83 29
24 84 23
24 85 15
24 86 27
24 87 20
24 88 19
24 89 29
24 90 17
24 91 21
24 92 13
24 93 12
24 94 21
24 95 17
24 96 6
24 97 24
24 98 16
24 99 25
24 100 22
25 26 16
25 27 15
25 28 9
25 29 20
25 30 26
25 31 7
25 32 25
25 33 8
25 34 22
25 35 20
25 36 28
25 37 20
25 38 27
25 39 8
25 40 9
25 41 12
25 42 15
25 43 15
25 44 10
25 45 12
25 46 27
25 47 28
25 48 6
25 49 14
25 50 12
25 51 22
25 52 29
25 53 8
25 54 9
25 55 14
25 56 13
25 57 17
25 58 10
25 59 21
25 60 22
25 61 27
25 62 25
25 63 11
25 64 25
25 65 6
25 66 28
25 67 24
25 68 27
25 69 13
25 70 30
25 71 21
25 72 24
25 73 24
25 74 22
25 75 8
25 76 10
25 77 9
25 78 13
25 79 19
25 80 17
25 81 25
25 82 23
25 83 16
25 84 17
25 85 9
25 86 24
25 87 19
25 88 28
25 89 16
25 90 28
25 91 29
25 92 12
25 93 21
25 94 25
25 95 18
25 96 17
25 97 28
25 98 8
25 99 12
25 100 28
26 27 27
26 28 29
26 29 22
26 30 30
26 31 8
26 32 30
26 33 17
26 34 22
26 35 22
26 36 8
26 37 6
26 38 14
26 39 18
26 40 29
26 41 7
26 42 26
26 43 7
26 44 17
26 45 26
26 46 26
26 47 23
26 48 11
26 49 26
26 50 21
26 51 21
26 52 17
26 53 6
26 54 14
26 55 19
26 56 26
26 57 30
26 58 11
26 59 11
26 60 23
26 61 16
26 62 8
26 63 13
26 64 17
26 65 29
26 66 19
26 67 9
26 68 23
26 69 15
26 70 19
26 71 16
26 72 16
26 73 15
26 74 29
26 75 12
26 76 12
26 77 8
26 78 11
26 79 17
26 80 20
26 81 29
26 82 30
26 83 15
26 84 28
26 85 10
26 86 15
26 87 10
26 88 30
26 89 8
26 90 13
26 91 30
26 92 15
26 93 19
26 94 19
26 95 18
26 96 30
26 97 19
26 98 9
26 99 12
26 100 16
27 28 11
27 29 16
27 30 22
27 31 25
27 32 9
27 33 20
27 34 11
27 35 12
27 36 9
27 37 20
27 38 21
27 39 21
27 40 21
27 41 27
27 42 11
27 43 20
27 44 11
27 45 20
27 46 25
27 47 28
27 48 24
27 49 21
27 50 22
27 51 11
27 52 18
27 53 10
27 54 16
27 55 30
27 56 21
27 57 17
27 58 14
27 59 30
27 60 26
27 61 30
27 62 25
27 63 13
27 64 30
27 65 13
27 66 26
27 67 30
27 68 26
27 69 23
27 70 17
27 71 15
27 72 29
27 73 10
27 74 13
27 75 23
27 76 29
27 77 13
27 78 17
27 79 19
27 80 18
27 81 21
27 82 7
27 83 23
27 84 10
27 85 22
27 86 22
27 87 12
27 88 17
27 89 20
27 90 15
27 91 22
27 92 28
27 93 12
27 94 10
27 95 28
27 96 13
27 97 21
27 98 21
27 99 29
27 100 24
28 29 12
28 30 27
28 31 12
28 32 14
28 33 15
28 34 17
28 35 11
28 36 8
28 37 8
