100 2500
21 54 56
55 49 51
91 78 82
26 10 94
93 91 86
62 72 87
46 26 50
86 3 77
94 38 68
78 79 92
92 75 53
96 24 61
17 83 80
75 50 51
80 83 58
74 67 97
6 79 80
10 59 99
27 28 70
10 47 67
89 81 57
16 75 73
74 69 82
43 71 53
85 95 60
75 77 51
39 73 80
65 62 95
80 96 90
75 87 90
84 62 67
95 57 65
88 84 81
21 97 77
35 100 57
95 97 57
34 95 78
84 65 58
65 5 99
11 41 98
87 37 54
33 64 55
77 9 50
97 16 58
92 94 99
81 51 79
99 68 72
46 57 67
78 68 55
70 74 60
79 85 66
54 78 88
11 43 94
96 91 74
77 3 85
70 33 95
51 83 62
34 28 63
47 63 100
63 77 100
6 100 58
12 92 58
62 30 99
73 11 87
71 100 60
94 97 52
71 7 91
81 74 67
85 70 75
28 30 56
41 91 72
58 46 98
38 3 74
41 45 100
59 87 51
7 4 63
33 95 84
13 44 90
14 62 78
48 1 88
100 17 84
23 87 99
99 89 76
8 87 82
61 80 58
77 61 95
94 31 81
57 86 100
22 23 75
91 82 87
70 56 59
5 61 54
45 80 96
68 77 56
9 31 57
58 37 56
94 74 64
1 56 76
31 30 51
78 98 54
41 64 50
64 79 56
69 49 63
49 66 50
93 63 65
96 86 90
16 66 60
6 99 63
90 89 91
56 78 72
23 56 88
62 69 50
49 86 75
96 73 90
80 97 67
10 5 92
91 50 67
89 76 56
97 86 86
47 69 95
35 8 84
79 12 70
86 81 67
61 48 81
80 9 90
79 35 69
10 63 99
59 100 87
86 80 50
87 68 84
76 32 88
78 67 55
99 84 71
100 46 56
77 48 77
87 83 89
30 38 53
62 96 83
80 25 55
16 60 50
58 27 62
16 56 60
81 78 88
32 99 94
94 98 60
68 85 71
47 60 70
62 90 96
59 50 53
85 83 86
48 69 85
21 31 75
80 18 92
32 24 63
23 98 81
60 54 97
41 56 60
4 87 96
98 44 69
100 78 75
47 13 54
74 22 56
100 86 63
59 74 55
63 78 92
67 57 92
24 41 87
99 76 52
67 66 72
58 73 78
4 12 97
95 53 55
87 56 84
98 15 87
10 94 84
63 88 70
57 91 72
48 96 70
65 33 75
34 43 60
15 40 79
2 56 62
36 46 72
74 2 60
39 51 92
78 90 54
70 46 72
98 87 81
90 77 68
65 16 64
17 98 100
14 54 52
77 58 71
99 87 71
26 30 66
91 87 79
6 31 79
78 66 91
92 85 72
52 33 83
72 83 86
19 79 56
85 29 58
40 18 57
28 23 73
32 98 73
83 61 57
27 61 93
70 59 76
94 71 76
82 90 54
87 86 80
40 66 51
34 15 76
100 70 57
55 56 57
91 47 66
81 62 91
96 37 51
23 12 85
78 26 80
92 73 52
77 40 69
42 71 87
56 66 64
38 100 93
29 38 50
81 99 77
66 68 69
91 52 61
80 88 76
93 35 72
59 63 92
78 71 59
81 79 55
37 75 98
8 30 54
4 94 93
81 71 53
45 61 72
88 64 65
57 80 73
86 99 100
67 63 91
68 42 98
36 95 57
25 7 90
97 91 51
42 59 84
83 77 51
47 68 67
68 12 90
28 61 79
27 1 54
30 91 58
92 80 52
86 85 55
89 71 56
79 1 78
21 76 68
68 19 68
79 59 56
89 66 95
98 30 59
56 59 93
51 71 54
84 97 83
73 83 66
55 40 93
85 37 68
63 76 51
98 48 69
93 85 95
55 66 76
87 94 67
92 87 62
89 53 57
81 26 65
43 95 87
94 12 65
38 34 94
97 5 85
16 99 75
55 37 99
16 47 100
18 83 73
68 74 50
88 55 56
92 77 64
76 37 78
49 28 100
13 34 94
71 75 87
83 100 89
93 74 90
78 57 74
77 39 60
11 57 61
56 8 63
63 3 93
40 32 94
27 52 65
19 85 58
77 53 63
62 21 90
89 36 80
44 100 76
48 56 84
87 79 64
43 48 89
7 16 93
86 73 59
40 49 89
15 91 80
54 98 100
57 24 63
24 92 91
45 37 58
43 77 53
86 48 71
54 53 85
40 95 92
74 91 90
76 6 68
84 83 56
42 79 59
49 29 66
23 27 61
94 93 98
72 80 93
47 8 73
83 20 87
23 80 67
75 94 83
1 13 62
95 52 87
66 46 89
84 4 56
65 69 50
67 64 96
54 82 71
87 15 65
74 82 67
91 76 54
17 80 66
51 52 66
99 29 58
6 70 88
100 92 97
11 25 53
16 59 59
60 72 94
56 92 81
93 97 62
85 72 81
92 79 97
58 4 57
53 98 78
76 46 56
4 31 90
62 47 78
35 85 50
99 94 57
5 88 68
58 52 63
91 40 78
54 52 97
95 46 71
77 91 59
63 48 80
4 89 62
16 100 87
82 12 72
10 74 86
74 38 76
85 96 73
86 21 72
4 93 61
94 86 73
36 75 69
58 96 81
34 100 90
58 25 83
42 99 51
33 57 92
80 89 72
41 25 63
34 98 91
81 72 64
12 45 80
59 24 54
91 62 84
39 100 85
13 48 58
49 37 63
55 94 99
41 6 99
66 100 93
91 16 79
92 86 86
41 16 67
84 59 53
40 37 85
66 22 100
49 71 59
37 29 75
94 79 60
63 81 82
25 91 98
5 96 56
51 85 94
65 54 95
80 79 82
67 20 73
5 7 66
87 50 63
64 57 96
81 41 63
78 86 90
33 56 60
100 72 73
6 52 57
42 41 92
58 24 52
53 61 72
19 76 77
93 48 81
73 78 97
40 41 87
89 42 81
85 89 52
95 79 63
29 12 85
97 45 68
57 16 71
5 69 67
97 96 72
74 7 92
95 69 98
31 95 76
24 27 78
39 36 80
32 54 54
32 19 52
41 36 85
35 91 97
27 79 94
74 79 50
18 4 79
33 17 83
37 84 89
49 95 79
33 94 81
52 75 98
75 82 100
2 6 65
86 90 68
85 74 94
78 87 71
80 67 65
87 11 88
48 49 52
72 69 83
20 59 51
34 77 75
78 95 70
50 100 72
83 35 93
69 61 54
57 99 97
48 88 92
26 1 92
41 78 76
86 72 59
97 64 67
79 45 86
77 62 60
61 42 75
83 39 75
75 70 86
19 13 82
69 53 78
6 92 88
65 32 87
90 38 78
84 24 79
58 36 61
62 93 77
79 98 99
95 47 61
85 15 50
93 88 51
76 85 91
10 71 94
69 45 82
31 28 52
86 18 73
34 48 69
43 94 94
33 2 62
62 55 68
78 28 76
36 22 85
51 49 67
29 91 87
23 100 61
72 77 67
35 56 75
34 75 66
87 66 82
59 18 57
40 99 52
44 69 82
59 81 100
84 94 90
30 68 83
4 16 76
25 64 79
76 73 58
95 27 75
83 93 62
89 100 63
70 93 84
67 96 96
63 33 83
80 59 100
20 100 98
58 97 76
52 12 70
65 83 79
16 50 99
20 85 61
1 97 60
55 83 93
35 19 88
72 14 63
96 76 100
85 71 75
56 100 58
70 97 69
90 80 71
48 46 89
54 51 65
11 63 68
46 42 95
17 36 52
94 46 85
78 29 62
20 36 76
51 76 78
60 71 79
68 100 53
88 50 57
24 70 58
24 26 52
96 82 83
52 44 90
11 100 59
99 43 75
98 91 61
79 60 88
38 7 66
97 55 85
32 26 86
13 72 61
36 54 98
50 73 81
67 21 82
23 83 68
81 87 61
11 82 55
63 92 75
58 100 65
82 62 82
86 98 85
29 13 86
57 52 100
1 61 54
5 63 88
88 40 85
67 59 55
38 71 95
70 32 86
78 80 90
78 37 67
75 64 61
15 31 52
11 56 61
68 14 62
6 9 81
52 69 61
22 2 90
25 42 90
77 37 75
88 90 74
72 4 73
64 76 93
68 82 90
34 94 86
82 44 68
65 52 80
94 52 58
2 10 90
62 92 85
67 99 63
96 35 64
69 51 100
40 81 78
63 49 72
84 10 97
32 74 70
20 47 52
22 28 68
33 97 73
73 80 67
47 44 63
95 1 75
7 47 56
51 66 93
65 60 77
82 86 94
71 97 96
43 58 61
33 8 100
76 87 60
52 88 77
3 43 63
77 45 94
89 32 99
8 100 81
68 92 69
46 59 96
79 14 72
47 17 55
12 76 92
94 78 52
64 72 98
12 21 88
13 99 61
92 72 97
63 86 59
20 95 88
76 86 86
79 70 76
38 25 78
64 100 53
58 80 61
92 34 53
95 88 64
96 77 96
13 94 78
29 14 85
87 32 74
21 40 51
72 34 55
67 94 56
60 12 76
27 30 86
80 1 62
77 99 58
9 17 80
63 27 82
79 43 94
41 53 87
67 51 63
86 25 69
67 70 59
56 69 66
86 39 70
11 55 85
18 70 98
17 7 71
71 68 89
59 82 60
51 100 82
42 6 73
70 30 98
48 53 72
24 82 100
16 79 99
62 71 86
72 96 53
34 56 56
78 14 54
63 83 67
89 98 82
90 11 52
47 87 92
48 85 57
68 3 85
70 45 60
35 40 76
39 42 78
24 10 88
3 74 54
63 100 89
67 75 56
46 89 74
36 68 70
31 96 54
13 43 70
86 17 85
7 14 83
31 92 81
16 88 74
83 68 84
39 99 70
89 45 93
66 91 78
72 40 80
8 71 100
41 14 76
38 15 94
75 59 80
37 11 52
81 12 88
66 77 76
57 56 100
86 77 67
79 84 97
90 94 53
15 77 81
93 16 53
80 19 67
85 56 57
35 31 91
91 89 55
82 83 98
32 100 76
63 42 52
63 87 76
22 85 68
22 68 62
85 50 50
24 28 91
34 57 73
98 31 50
71 87 69
27 47 99
66 95 64
89 21 59
37 54 84
25 70 73
67 46 54
45 23 95
62 33 81
68 72 85
56 83 95
48 68 89
74 76 91
33 99 73
42 65 51
61 20 69
53 20 56
8 53 90
78 45 66
20 70 94
54 69 52
95 84 58
1 28 85
43 35 75
96 78 74
23 38 79
70 60 84
81 70 74
56 82 98
62 51 91
48 38 80
93 34 93
50 24 91
60 66 92
42 18 92
63 21 57
74 77 69
46 97 88
92 89 86
18 74 82
85 44 72
60 45 63
83 49 59
96 66 98
3 11 72
8 76 86
27 67 50
82 60 94
99 66 100
8 23 88
21 98 53
87 62 56
29 27 100
26 74 77
68 26 69
100 36 90
41 89 51
73 38 100
37 92 95
44 39 56
80 65 95
2 81 84
88 46 55
56 58 64
71 37 90
88 89 57
88 75 100
1 19 79
13 24 73
89 65 65
17 99 77
76 50 66
56 47 58
67 58 74
59 4 85
48 99 91
6 98 69
83 38 81
86 37 100
47 46 77
94 16 94
19 25 57
85 39 67
4 80 53
96 89 91
57 74 60
64 87 59
80 36 50
95 99 72
75 96 79
43 69 52
39 72 67
62 3 98
77 95 53
40 34 68
12 32 65
22 100 65
40 65 73
82 97 71
46 71 96
5 45 60
76 57 88
71 67 66
49 82 67
78 89 75
38 58 58
95 17 71
56 43 54
7 76 64
82 50 93
42 30 92
94 7 87
31 69 61
85 90 78
90 55 80
28 89 80
41 30 66
82 10 95
49 87 78
71 58 54
92 95 67
56 97 58
86 50 66
5 20 51
70 29 70
24 48 95
65 59 74
55 81 97
82 95 53
30 13 82
35 59 90
26 99 81
16 52 50
61 60 91
22 81 96
95 70 80
60 51 77
76 5 86
90 57 71
74 25 51
82 72 75
44 26 93
35 45 84
57 58 73
35 2 52
83 67 51
63 61 50
65 45 61
66 63 56
20 25 63
71 64 86
80 98 85
7 21 77
24 65 99
53 97 87
44 17 56
49 98 71
77 88 69
1 67 69
7 57 68
82 85 66
10 37 97
36 61 50
38 60 83
49 1 85
46 78 53
83 50 72
56 38 76
78 58 83
4 81 71
77 6 91
4 86 86
18 41 63
62 66 79
22 19 78
9 52 78
75 25 97
35 99 99
31 49 74
88 91 87
77 78 81
97 92 80
28 66 57
69 80 68
90 27 72
91 2 64
51 61 67
8 4 74
64 16 89
67 79 63
64 4 100
70 9 96
69 39 97
70 71 82
28 4 61
36 70 78
86 23 100
35 88 61
92 16 50
21 92 64
56 22 79
21 8 88
94 50 63
3 98 56
43 42 52
81 53 69
8 26 63
78 8 61
21 96 66
13 82 90
91 23 91
46 93 54
97 44 89
45 75 59
63 79 86
55 20 81
68 54 80
21 73 87
92 29 80
27 36 67
56 63 50
71 69 99
83 64 56
86 61 59
58 85 93
54 46 77
41 39 88
8 13 68
75 2 51
70 68 83
35 80 54
11 76 84
6 5 79
66 73 75
18 82 77
65 39 58
42 49 57
86 70 60
45 55 83
21 23 60
57 43 99
89 77 84
5 21 56
76 27 66
28 7 56
56 14 56
29 74 67
9 3 78
18 28 73
47 55 80
62 64 91
72 44 55
55 25 90
79 82 84
52 37 98
74 86 74
1 41 52
82 42 73
61 84 74
93 80 86
72 30 98
63 99 95
46 69 65
24 76 78
41 27 65
6 90 88
17 79 78
90 74 71
29 28 62
86 55 67
35 90 83
8 59 72
80 77 86
57 20 93
24 86 89
57 62 65
70 51 65
37 8 98
5 91 87
63 51 75
54 23 98
95 19 87
34 50 89
36 31 85
10 77 78
58 49 95
23 36 63
92 70 53
80 76 55
83 7 67
48 3 84
87 73 91
57 4 54
73 75 67
20 75 100
96 50 85
93 31 67
4 3 85
23 79 62
1 39 100
69 91 71
9 79 87
51 29 58
53 45 50
72 29 81
12 59 70
79 90 91
3 28 80
98 4 93
91 17 88
31 91 59
43 68 76
96 2 77
71 90 56
84 3 73
60 59 90
36 18 54
7 79 68
79 47 52
99 31 76
32 43 84
47 9 61
22 97 90
57 71 70
20 17 67
62 98 85
40 43 55
93 78 78
8 54 90
66 31 55
13 59 59
92 10 83
84 81 95
61 21 50
74 80 87
17 76 66
22 57 85
67 92 50
14 100 74
47 51 87
5 35 88
37 95 68
94 58 59
94 3 96
71 88 74
16 27 93
48 65 80
69 78 90
89 97 66
71 30 91
74 95 78
76 25 57
18 22 84
36 47 57
58 16 75
29 20 89
12 16 77
92 3 81
38 32 67
16 20 91
54 57 63
88 51 52
89 95 62
37 65 55
32 48 64
49 15 63
27 31 68
7 33 73
67 7 98
7 63 98
21 20 99
59 78 83
62 100 70
36 28 85
62 68 63
10 22 82
69 13 84
89 87 50
66 82 77
70 11 78
26 77 93
16 44 98
5 79 82
20 99 50
69 85 66
62 61 67
1 58 86
12 83 73
28 40 67
85 40 100
28 86 83
19 90 83
54 95 78
46 24 63
46 53 72
83 76 65
73 56 52
52 84 96
69 11 69
50 42 92
15 5 64
98 20 51
97 76 88
21 25 70
66 80 75
90 73 80
100 42 66
12 9 77
6 29 80
75 14 55
61 26 57
49 65 55
62 88 86
1 30 71
45 68 71
3 72 87
11 34 61
91 19 95
44 95 99
97 3 92
32 37 83
34 74 85
81 13 73
33 87 62
97 57 82
54 64 50
89 79 56
9 23 86
29 68 71
55 5 80
94 89 88
63 84 99
53 16 79
33 20 90
93 100 64
45 87 93
52 53 83
49 50 58
61 97 65
37 35 66
73 100 53
73 91 68
61 54 52
64 74 57
4 34 85
89 50 75
24 25 51
2 24 100
82 89 77
30 93 55
27 53 71
75 30 51
18 95 98
19 23 50
13 50 59
6 13 91
84 55 62
85 66 56
60 63 68
63 75 64
45 31 82
64 92 92
20 3 73
60 52 51
57 66 82
85 94 52
36 76 62
60 91 96
84 72 69
12 56 61
25 2 93
55 89 57
61 76 99
11 59 62
79 13 69
60 36 66
51 3 53
66 37 78
64 48 99
39 9 70
54 2 81
44 24 59
98 93 65
14 24 86
74 50 60
72 61 97
56 5 68
34 87 91
37 60 90
82 46 92
50 97 87
72 17 97
86 93 86
72 89 76
68 49 53
39 11 84
58 61 81
17 24 94
52 82 93
68 24 70
58 87 72
85 98 62
90 95 58
75 27 86
61 50 92
75 46 72
34 88 84
58 65 52
92 81 96
12 44 79
74 89 59
96 79 79
27 66 56
11 27 98
58 26 65
23 68 86
71 93 71
93 23 69
45 73 51
87 90 93
28 55 84
97 11 91
74 20 69
39 59 53
39 90 78
48 80 58
49 99 79
100 25 59
22 79 57
82 78 80
62 46 62
60 100 75
85 73 81
93 36 77
29 65 67
55 54 62
4 52 93
12 61 68
20 73 92
57 69 97
70 77 53
86 41 94
32 66 94
25 71 56
76 94 74
85 5 59
74 33 54
83 8 51
69 88 91
96 65 66
42 67 65
14 44 83
98 82 55
47 29 75
79 68 64
49 24 94
58 48 66
45 85 66
77 67 90
70 16 65
39 27 88
83 31 62
25 69 84
53 59 51
64 95 89
66 11 94
63 38 90
89 18 51
22 94 94
59 14 61
48 89 52
69 79 86
81 98 68
91 81 57
41 83 81
94 49 71
73 65 99
32 64 53
44 92 70
44 45 66
18 90 82
12 66 94
64 29 81
13 61 92
7 82 70
12 31 54
5 93 62
45 76 84
8 55 69
63 46 95
91 37 52
87 57 99
22 32 90
55 4 55
71 92 68
98 92 63
69 87 78
46 55 89
44 62 65
76 49 90
69 82 88
91 84 67
75 11 64
35 65 81
50 45 97
88 11 90
76 72 84
85 49 72
5 87 75
60 4 86
90 56 96
30 57 82
38 22 59
8 84 57
71 50 85
34 35 91
81 29 92
70 15 53
60 46 97
68 53 83
13 27 92
33 10 50
71 20 99
71 55 52
67 88 80
86 68 68
68 81 67
20 48 98
62 60 51
92 19 67
66 94 78
28 67 88
46 86 90
10 17 54
50 30 65
41 15 75
67 86 57
62 49 89
20 8 65
52 77 96
92 58 77
29 87 53
61 70 56
93 64 64
87 22 52
59 38 56
93 57 63
91 90 81
7 91 90
24 85 70
22 64 56
62 27 75
8 62 52
6 84 97
17 92 61
59 54 92
46 73 88
69 28 92
66 81 72
93 73 66
33 81 96
10 15 63
47 42 94
17 78 100
33 18 66
42 91 67
34 99 83
65 91 74
92 32 74
82 57 65
54 91 52
45 32 68
27 12 86
88 12 93
33 26 89
40 38 67
13 10 89
48 5 55
81 77 79
97 41 65
21 34 70
75 91 71
78 60 64
94 65 93
2 64 82
37 83 69
75 17 69
51 87 82
66 97 55
29 82 72
96 26 92
73 33 50
68 88 74
1 72 65
69 58 72
23 2 98
68 91 81
17 37 50
46 96 73
88 37 62
84 40 69
75 6 51
79 26 89
57 53 70
31 61 93
81 73 69
70 66 62
10 27 58
17 46 87
38 8 75
38 80 62
62 76 82
98 73 72
39 76 63
61 64 90
8 1 92
71 59 71
96 8 90
24 79 87
57 2 61
63 73 99
67 89 60
76 68 55
34 67 84
22 93 79
46 77 74
88 59 84
34 89 71
51 74 90
53 44 92
100 74 54
96 41 85
12 41 99
17 27 91
45 6 66
91 56 92
39 43 78
35 50 85
62 26 88
80 33 68
5 12 90
10 45 75
50 6 99
72 6 72
63 22 55
42 62 80
11 77 61
99 78 74
45 57 80
64 3 69
44 33 71
38 19 92
89 24 58
46 19 97
51 43 51
62 25 71
91 58 97
50 69 65
80 43 50
47 71 81
69 96 83
64 94 78
63 69 95
84 48 69
18 69 58
84 66 87
42 54 71
9 30 82
47 24 81
13 88 54
95 48 59
7 23 68
88 31 83
70 42 70
27 21 87
100 18 83
80 44 56
64 19 50
31 70 63
56 68 51
27 2 100
89 84 75
87 26 53
64 68 94
70 44 66
30 63 77
35 57 91
42 34 58
87 55 85
96 39 92
67 60 50
99 61 67
33 39 93
61 59 61
87 35 57
66 88 89
57 39 83
19 60 65
9 11 60
38 72 62
22 55 96
47 92 79
38 75 85
50 17 67
35 63 85
33 14 81
67 73 56
83 43 77
66 58 80
78 19 96
53 21 61
97 59 67
15 32 82
38 35 58
36 48 83
18 1 62
100 24 55
64 7 78
80 5 52
51 56 86
75 89 81
47 84 50
18 61 90
88 45 57
11 31 67
78 23 96
74 47 86
7 70 78
45 43 61
66 76 71
30 88 61
37 51 66
66 83 93
18 76 98
52 72 72
40 47 62
4 90 55
9 67 55
11 18 76
11 98 96
27 42 57
34 6 60
49 2 93
88 53 85
22 52 85
37 74 53
21 79 50
7 69 57
47 99 96
54 88 86
85 46 68
82 6 62
58 68 74
31 3 70
39 46 71
6 38 78
21 18 63
33 35 76
49 56 92
57 8 99
1 35 92
19 53 88
84 23 50
30 15 56
84 33 73
46 49 65
55 98 78
100 67 60
100 54 81
99 62 55
99 9 81
97 67 78
61 66 91
49 89 78
53 25 88
36 16 63
29 18 72
28 85 54
33 77 64
26 20 94
40 45 80
52 21 50
45 95 82
32 18 64
21 41 64
6 95 99
25 68 54
46 20 97
86 52 50
22 73 92
4 43 81
39 38 52
65 36 88
14 95 81
27 55 85
46 2 67
41 19 93
18 39 61
69 12 99
55 68 92
15 96 87
2 86 64
25 44 82
78 38 77
31 53 72
83 53 92
49 39 88
64 6 92
39 68 85
3 34 96
12 63 63
27 26 66
97 75 73
83 5 61
56 64 88
66 64 68
65 9 77
24 11 87
64 65 97
74 28 57
77 64 95
65 2 87
36 43 92
74 63 84
7 98 70
56 20 63
26 18 99
80 7 96
99 24 70
21 33 52
1 85 73
88 82 81
6 74 52
12 99 92
41 60 67
8 98 74
16 48 70
88 72 72
30 20 93
67 22 51
53 35 62
4 2 77
36 49 64
16 68 98
74 13 95
65 79 64
2 89 71
100 65 74
77 42 87
82 23 66
62 4 53
31 50 70
42 57 59
94 63 77
3 91 57
33 76 74
19 66 72
35 76 96
14 60 91
50 14 84
18 52 59
15 51 94
81 64 81
26 54 65
2 68 65
9 28 68
48 94 81
65 77 60
5 16 99
96 42 92
61 74 90
56 13 94
27 69 68
61 47 84
58 47 90
84 11 76
40 59 81
93 75 91
9 1 93
80 13 76
5 17 91
76 30 68
61 39 97
11 36 99
10 88 100
21 93 68
88 47 94
40 29 52
28 39 74
28 81 96
60 90 54
19 18 63
47 93 77
78 39 71
31 68 84
73 28 55
33 71 65
16 89 99
77 28 51
25 99 74
44 50 67
32 95 50
53 72 100
51 8 55
35 82 55
18 55 87
58 93 58
53 84 83
75 85 52
15 1 94
5 24 99
38 11 51
27 44 81
99 55 89
75 33 73
51 44 99
8 9 77
40 24 55
76 59 88
72 59 93
24 7 72
63 54 100
32 1 60
12 72 63
46 29 75
58 62 63
89 17 71
3 95 68
35 52 99
22 53 50
53 51 83
82 31 91
4 82 57
15 100 85
39 54 54
54 83 87
55 21 55
41 88 62
57 28 52
45 30 60
6 69 77
28 35 95
22 16 62
17 77 70
68 51 88
85 4 83
48 30 89
51 84 56
86 38 82
41 63 75
21 19 65
56 27 94
8 58 55
67 38 83
1 87 90
82 16 97
18 98 83
52 87 55
74 17 92
69 30 50
52 59 54
62 79 80
61 24 50
13 9 55
74 19 77
41 77 73
64 99 61
59 41 85
42 4 70
33 48 53
47 5 90
49 91 78
99 45 97
26 100 86
54 44 52
98 13 74
74 11 59
97 30 52
17 63 82
90 64 55
21 81 62
41 66 70
6 37 65
