100 1000
84 87 71
48 73 52
85 26 74
47 37 82
62 27 59
57 59 105
12 9 81
65 29 82
18 5 70
44 35 45
92 71 45
64 87 84
86 34 108
58 64 35
81 31 31
68 54 90
63 29 74
44 57 37
2 13 38
17 84 91
67 11 56
29 85 30
82 81 37
94 32 45
85 71 26
64 83 109
4 43 50
80 55 87
66 74 56
58 21 101
10 73 100
39 54 59
24 30 35
53 59 96
51 76 104
52 73 34
39 60 56
68 100 45
71 70 97
15 3 58
92 93 48
65 71 27
93 82 87
90 68 87
55 89 102
90 95 64
41 45 74
67 28 35
98 74 69
50 99 109
67 41 46
80 74 87
28 63 46
92 52 67
59 87 58
93 48 42
15 44 65
91 95 73
58 39 83
35 56 50
51 68 68
67 92 34
8 6 43
80 69 95
33 3 46
53 78 35
73 64 62
70 57 57
12 6 57
10 97 75
90 6 52
10 89 35
98 95 27
31 16 103
43 18 108
75 6 68
64 3 71
56 72 54
59 64 90
100 62 98
22 26 94
57 54 39
33 62 49
13 37 94
35 84 60
72 37 97
28 87 46
75 96 87
56 74 96
70 58 79
64 94 98
42 14 95
2 68 104
22 90 59
96 87 100
79 53 59
80 82 93
36 5 55
90 37 60
90 93 96
53 12 38
90 100 82
49 100 43
7 71 30
40 80 47
79 88 88
32 45 93
52 51 51
81 52 62
75 90 76
92 85 104
37 14 70
66 14 28
41 68 41
70 6 87
79 87 77
15 24 89
62 44 67
63 14 55
68 87 87
84 51 93
57 45 107
42 54 77
86 78 62
96 26 91
1 90 74
77 44 110
94 96 28
33 41 53
43 82 36
72 96 106
92 46 44
66 93 54
79 43 29
95 73 54
7 15 34
86 95 66
99 46 63
30 52 51
77 8 50
89 77 27
63 69 63
29 47 85
51 16 100
98 45 39
13 86 75
36 63 66
62 13 92
1 20 91
14 68 89
87 49 28
27 25 40
68 91 59
90 62 38
27 11 56
64 46 65
80 91 64
37 84 102
29 89 27
85 96 83
45 74 33
95 85 37
99 7 55
19 72 43
19 23 69
57 89 48
65 34 99
92 79 104
8 51 83
42 18 39
68 58 26
84 95 82
10 62 78
64 99 48
24 39 97
51 100 62
33 52 28
26 76 42
31 71 35
48 30 28
89 35 48
12 37 75
95 88 27
47 51 57
75 49 68
88 70 24
68 52 88
38 98 30
51 82 36
14 45 64
63 91 64
57 49 38
5 80 46
88 85 71
73 47 44
93 84 100
72 71 104
84 46 105
67 33 103
93 79 31
66 39 27
79 65 55
60 85 51
89 37 60
70 60 63
60 31 40
82 68 49
78 95 99
36 47 69
43 19 60
84 48 26
65 38 51
22 89 26
97 96 91
68 93 97
53 36 103
44 96 44
54 80 62
82 75 107
81 14 64
55 36 35
15 34 26
55 91 107
75 29 83
70 10 50
93 35 24
63 100 99
46 65 73
56 51 100
61 78 73
62 37 101
46 21 56
79 80 62
24 49 82
59 14 68
86 94 49
41 36 24
57 50 53
75 26 67
15 97 68
16 17 80
13 79 25
71 76 44
69 66 109
18 91 44
42 43 48
25 7 101
4 72 105
58 62 57
95 15 27
41 39 64
48 80 95
68 71 40
59 69 48
42 79 99
70 90 107
43 68 93
8 57 44
74 70 47
77 60 84
78 83 39
12 90 29
5 86 38
65 20 83
99 53 69
21 9 52
54 50 102
34 9 39
98 83 41
71 50 68
56 64 80
77 22 49
34 45 101
84 98 39
21 26 55
87 27 71
49 32 104
7 52 106
63 47 43
80 44 29
92 98 38
70 30 50
40 92 43
47 76 63
80 60 69
47 72 35
63 60 28
19 92 43
92 96 75
56 82 60
71 24 26
70 82 43
98 14 83
89 36 48
15 75 88
81 99 65
15 50 84
36 85 67
97 39 107
74 63 101
79 94 31
17 34 32
9 60 66
92 88 35
98 87 31
80 49 62
48 95 41
5 93 28
64 77 35
35 3 105
78 33 103
87 18 79
15 88 28
39 45 67
50 23 58
7 92 53
17 70 97
3 39 67
53 51 64
12 3 33
46 5 91
47 65 52
26 10 43
44 59 68
86 64 44
80 41 63
52 16 61
15 53 69
97 42 81
94 11 43
46 36 94
86 83 73
43 58 89
73 92 59
82 12 91
69 87 64
79 77 24
62 19 74
19 32 58
94 95 69
76 8 110
88 3 86
33 26 83
70 45 45
26 53 48
56 38 82
22 21 67
96 79 86
15 61 41
57 15 87
97 77 84
73 49 107
7 8 70
45 68 84
2 62 82
11 63 79
82 66 27
50 72 86
99 36 77
3 19 82
6 60 88
83 50 62
89 79 32
90 81 27
37 27 70
81 35 35
80 63 57
87 54 59
45 80 55
2 59 32
65 95 96
21 50 93
94 60 98
45 95 48
31 97 105
95 53 28
55 77 90
7 75 69
83 87 95
14 90 88
77 94 92
88 40 31
44 31 43
100 67 99
24 78 78
29 67 98
9 51 95
44 54 86
40 8 89
93 28 82
30 19 94
18 96 50
97 5 102
39 46 64
39 1 108
96 11 100
95 22 90
62 98 71
77 85 97
68 85 76
70 72 28
63 89 96
24 70 75
79 91 70
14 91 30
33 21 61
77 72 27
72 62 54
71 15 87
76 33 99
48 40 73
37 19 90
88 66 110
70 77 63
72 59 97
59 48 41
86 15 108
76 91 101
11 74 86
56 34 101
91 87 96
100 94 58
5 45 93
86 56 96
63 84 52
71 98 106
81 71 83
66 42 109
90 19 92
91 15 80
77 82 90
37 75 73
40 43 75
21 93 28
100 24 99
72 93 41
56 24 71
51 81 98
81 67 82
52 34 28
53 93 67
25 56 95
65 6 101
40 25 40
48 96 108
97 2 106
20 100 31
93 95 62
61 98 80
16 6 99
55 53 82
6 86 91
84 78 101
70 38 91
67 95 73
61 23 52
85 3 100
82 63 101
43 86 77
51 39 94
95 99 42
49 25 79
98 80 42
54 3 103
60 53 70
52 27 84
9 1 99
36 20 28
18 38 81
49 23 105
99 76 65
100 57 84
55 68 70
16 94 38
82 98 53
84 64 72
84 6 31
23 16 97
86 91 105
41 60 26
75 98 34
57 92 76
4 22 85
49 33 36
42 48 91
1 15 61
3 80 53
7 68 106
88 71 38
97 68 35
26 50 41
46 58 89
76 79 33
39 56 27
87 7 57
1 34 79
20 72 56
90 51 74
32 73 106
96 38 29
92 5 46
85 94 34
68 30 54
86 89 79
19 83 29
50 98 68
96 80 105
8 4 69
14 99 51
73 8 39
92 17 81
47 86 105
35 41 107
75 64 93
41 11 43
98 96 45
88 83 75
90 36 34
60 89 105
90 63 35
73 97 28
91 60 67
97 91 110
84 24 101
9 52 38
26 34 84
96 100 79
20 55 27
65 77 85
92 53 49
70 67 99
75 83 72
