90 2000
71 77 43
87 2 64
90 4 44
80 27 44
8 39 2
21 60 29
55 30 64
78 29 46
3 39 31
25 16 33
39 80 67
87 41 22
41 8 67
54 28 16
60 11 7
24 53 59
39 67 18
80 74 17
84 71 25
46 32 37
75 49 51
33 53 12
17 23 48
26 1 41
52 64 28
2 41 54
28 25 26
84 28 63
17 88 5
72 66 54
74 67 28
88 78 20
83 90 51
37 27 7
40 82 29
21 40 15
68 61 4
47 51 45
66 89 58
37 35 31
45 67 55
45 48 54
33 38 36
12 48 16
64 20 56
80 54 42
72 83 60
83 88 16
73 19 2
36 51 55
89 83 51
49 59 17
61 34 52
88 60 55
27 43 59
28 53 4
13 18 4
83 82 32
54 79 46
26 21 40
38 44 19
22 75 41
16 86 38
57 86 57
61 30 67
39 82 26
64 62 34
16 38 47
68 67 48
50 87 38
52 51 23
34 31 9
6 39 18
82 78 8
87 57 66
50 37 13
73 85 33
24 84 14
73 71 16
60 44 26
45 9 68
22 72 51
65 81 68
14 11 7
16 5 31
54 52 60
74 58 28
12 90 58
26 79 2
40 23 2
73 64 14
70 76 43
52 68 3
80 62 38
30 82 55
58 57 27
21 70 35
3 9 61
29 76 52
56 8 54
36 43 45
76 71 13
82 69 63
69 83 68
64 29 19
42 36 17
3 76 53
42 29 10
78 24 40
28 59 19
40 52 54
65 84 33
54 31 16
6 49 4
65 23 14
33 4 64
80 72 56
78 53 70
3 80 33
28 55 49
68 63 1
57 6 20
17 61 14
55 22 44
46 85 14
60 53 35
59 61 42
13 24 54
60 50 34
49 55 62
19 47 28
80 82 30
53 80 39
55 44 40
20 47 45
37 10 69
60 18 48
69 88 9
39 58 34
15 47 9
86 5 3
63 73 15
30 72 27
72 71 50
10 89 4
82 57 21
12 87 11
52 28 6
72 55 63
83 54 56
23 70 19
23 51 34
52 73 45
23 59 19
37 11 56
31 52 12
35 75 44
72 48 35
11 9 48
72 86 16
69 27 9
42 73 35
57 13 19
35 25 59
6 88 57
83 3 9
39 42 41
82 58 68
79 57 63
63 74 55
52 12 47
48 8 8
11 3 2
73 87 21
27 79 40
80 56 2
73 8 69
2 63 25
53 51 57
86 75 29
47 48 10
78 38 17
76 74 65
50 30 68
76 79 14
90 44 3
34 82 52
89 51 24
80 90 50
81 79 29
78 68 31
39 52 57
67 8 52
78 69 55
65 67 14
55 58 66
17 44 21
31 41 46
75 87 43
81 58 48
58 56 70
71 34 7
63 1 42
3 37 21
31 7 66
63 52 36
44 74 5
39 21 53
73 82 46
60 38 53
77 61 47
29 84 32
73 46 8
45 39 9
69 77 61
52 20 10
65 75 36
50 68 3
70 42 58
56 68 31
6 76 48
47 63 21
77 54 50
45 8 29
83 45 57
3 54 3
50 78 18
61 89 61
33 71 60
84 75 47
63 55 36
29 48 48
45 14 59
89 46 48
66 43 64
15 18 42
7 40 28
4 22 45
53 38 66
66 30 24
32 80 50
50 71 51
85 86 68
57 27 25
83 57 69
72 53 47
30 8 7
76 37 39
4 34 52
41 12 19
81 75 55
22 35 28
69 47 37
25 69 13
79 19 7
20 45 50
78 34 63
71 26 39
22 12 36
32 31 46
63 57 16
64 80 9
25 17 69
48 9 56
12 32 2
89 74 48
39 66 34
71 90 18
83 71 38
69 41 57
5 81 2
74 90 6
61 58 68
56 85 49
57 42 1
52 19 48
69 81 30
9 38 53
56 15 4
65 66 66
82 75 26
32 64 4
90 78 66
45 2 3
13 19 5
86 49 28
89 19 12
49 67 22
23 34 29
53 6 20
9 10 69
16 19 33
60 85 64
61 78 48
82 66 25
85 68 50
86 81 3
34 26 9
77 84 37
8 85 66
31 85 15
60 31 37
40 3 69
82 74 40
53 89 67
4 6 12
38 18 39
31 78 51
16 43 28
90 2 57
30 80 26
70 88 24
86 65 66
81 78 30
75 32 50
38 14 32
58 66 36
43 21 60
64 38 18
77 75 10
66 49 27
17 14 8
77 66 41
90 54 62
78 33 48
22 65 5
38 63 24
10 28 14
55 81 46
36 54 29
38 45 40
65 38 35
53 87 21
61 67 56
11 33 58
37 52 49
30 36 33
2 76 62
50 67 36
7 30 29
71 68 70
5 25 7
83 74 8
31 64 8
7 60 57
67 35 63
61 1 65
52 53 1
33 32 42
44 87 69
31 47 70
30 26 21
86 24 5
70 65 35
50 55 52
3 59 24
63 37 8
13 71 2
89 43 13
21 11 69
46 78 61
73 62 40
15 32 17
16 41 32
66 61 69
20 54 43
63 45 57
17 3 20
82 72 32
74 56 40
34 10 7
59 73 12
2 6 54
80 63 15
47 40 30
58 90 46
21 53 23
32 19 47
89 68 17
32 1 65
75 55 43
6 27 58
85 10 42
30 63 66
67 56 50
90 43 1
29 69 46
47 32 17
7 46 52
26 33 24
64 18 40
53 46 35
47 25 45
63 34 13
57 17 34
31 58 49
85 57 8
12 11 6
64 24 48
34 75 69
48 53 48
61 20 11
62 4 19
83 70 35
60 48 34
44 59 51
21 52 35
77 1 37
87 71 6
41 81 47
47 22 70
36 27 39
78 70 48
22 42 1
34 90 55
72 27 68
59 24 2
32 86 69
32 52 37
33 19 51
65 50 14
20 31 66
18 31 48
17 13 17
71 65 31
33 31 3
51 58 58
60 72 48
74 27 61
79 70 9
77 90 14
28 6 38
27 48 21
73 27 38
26 61 25
67 40 66
32 40 43
67 16 29
43 17 11
41 17 38
28 65 56
76 26 67
21 7 3
30 67 60
39 78 24
51 39 6
66 62 6
34 41 46
63 62 51
39 48 26
57 37 53
54 48 30
15 21 47
78 66 46
63 85 28
65 1 68
15 24 16
68 79 53
34 16 38
57 1 42
41 72 34
19 20 55
12 42 36
48 13 7
56 82 47
23 22 45
30 78 32
19 49 27
72 70 49
38 75 57
79 65 46
70 62 40
75 61 33
25 52 67
70 63 21
67 79 48
81 62 7
17 84 38
13 2 40
77 67 63
23 90 42
65 80 28
73 72 27
71 70 14
55 42 12
10 33 8
47 78 63
38 46 33
78 37 46
37 70 32
83 48 9
64 63 40
45 49 5
30 42 41
47 33 17
67 81 70
18 3 43
11 31 65
66 75 60
18 89 29
41 39 45
22 7 69
77 83 43
51 7 18
66 12 47
81 56 47
43 49 25
82 38 48
77 41 4
44 22 34
13 56 54
12 38 48
49 37 66
77 80 25
3 74 49
74 57 3
54 62 12
25 21 64
4 24 52
82 67 67
73 21 47
53 19 59
40 64 29
19 46 26
33 82 18
73 54 33
50 63 67
89 44 62
60 32 31
79 86 13
37 6 12
71 56 26
69 55 32
20 83 46
69 63 35
27 56 10
3 23 22
47 60 61
18 87 46
68 21 14
39 34 3
49 41 14
86 39 13
84 47 22
78 40 28
74 87 21
89 15 7
80 25 66
68 20 22
32 78 44
56 26 57
84 48 26
20 76 9
49 68 6
70 66 35
10 30 3
43 18 23
10 88 66
46 55 11
61 52 22
43 80 59
67 12 59
47 39 27
75 20 60
79 62 30
16 15 41
3 15 34
69 10 32
6 61 48
75 71 49
56 39 47
33 72 10
44 51 51
66 85 20
77 64 55
21 74 17
20 13 16
37 25 4
68 13 3
89 1 15
2 80 63
5 3 43
60 27 2
6 85 33
47 59 31
51 43 65
53 83 40
70 26 53
50 70 9
28 51 12
83 75 12
11 62 38
79 14 60
48 23 12
47 67 55
11 61 48
26 89 14
48 26 55
20 60 26
72 81 15
30 39 49
79 34 36
86 54 24
1 7 25
62 56 12
86 44 33
48 69 22
67 4 6
80 18 53
80 85 57
68 35 61
43 84 30
74 84 43
45 84 5
72 42 12
38 30 2
11 34 9
29 35 35
17 31 3
72 16 50
17 20 29
62 72 66
34 87 58
60 78 29
31 40 2
54 81 25
90 69 27
54 61 62
56 72 3
62 23 36
29 77 50
88 72 67
54 34 28
26 42 48
63 89 33
51 84 63
28 31 43
3 77 36
18 27 49
27 28 25
64 66 2
72 54 32
28 26 33
22 21 51
10 16 54
71 29 70
61 63 58
4 69 5
27 7 34
40 85 4
41 45 43
34 17 6
88 34 58
42 24 69
48 4 69
66 87 37
4 55 28
77 56 45
38 11 10
88 46 21
20 32 51
3 14 26
36 61 51
19 40 21
17 12 20
76 48 29
59 60 30
36 16 23
34 19 24
63 88 55
15 36 5
52 8 70
47 45 34
28 78 68
20 34 6
84 67 53
65 47 26
85 43 14
68 39 61
63 28 28
18 71 31
18 68 46
30 25 68
11 8 64
19 50 49
77 78 37
60 62 49
53 56 32
21 82 67
24 23 10
10 70 47
89 13 39
56 41 24
32 45 64
77 33 47
35 36 10
1 36 54
77 18 60
85 65 29
28 23 50
57 69 61
51 80 59
54 68 23
56 57 27
13 72 34
35 66 5
1 37 64
26 57 34
6 47 58
9 44 32
34 37 50
37 83 38
59 35 11
75 50 42
84 66 33
63 22 41
64 26 68
45 26 17
6 75 17
89 3 15
31 12 7
18 22 35
24 72 13
11 51 62
73 41 27
60 73 33
87 10 56
75 80 33
77 49 26
55 20 4
56 36 1
68 70 12
18 52 49
13 12 65
66 86 65
10 43 50
82 63 12
75 40 19
46 33 39
53 70 65
69 76 38
74 78 16
15 50 2
89 64 65
88 40 25
11 65 60
20 25 40
81 38 37
80 66 45
7 24 19
34 70 31
29 63 4
25 53 2
32 49 68
25 6 26
84 64 34
57 59 39
42 85 2
87 30 63
83 15 27
72 65 25
44 50 25
49 89 42
29 10 16
78 14 2
10 49 6
8 53 10
51 73 34
55 37 58
57 60 37
82 25 45
50 72 9
29 40 47
12 20 12
6 46 36
59 9 55
24 60 32
61 38 54
60 8 68
20 50 49
4 43 18
2 18 36
21 62 38
71 45 16
40 84 67
46 15 64
52 81 18
48 65 52
32 61 26
50 59 70
42 25 8
76 33 11
19 75 44
66 67 68
37 13 20
31 55 4
75 33 11
55 59 43
60 12 48
87 59 23
75 59 26
69 46 63
39 64 56
43 76 29
70 38 54
46 57 11
76 64 5
15 34 16
30 70 70
5 71 53
53 64 50
24 80 38
25 15 48
15 57 60
27 86 56
11 23 26
58 88 27
9 67 19
6 89 37
13 88 60
79 32 21
18 65 42
88 53 12
7 14 27
50 48 49
70 61 62
83 73 44
81 57 14
48 75 36
15 23 15
6 15 67
47 55 67
87 49 40
88 74 57
79 30 17
62 34 8
42 35 70
82 50 10
52 74 35
60 67 47
73 86 49
4 71 58
77 86 60
12 55 11
22 66 47
57 4 19
67 55 52
27 41 8
75 3 7
37 16 9
34 45 46
46 79 30
15 77 29
42 27 14
60 6 5
10 84 14
14 61 18
15 82 45
36 63 45
14 42 60
13 35 44
60 76 45
34 57 18
17 83 25
89 71 52
86 47 7
15 14 38
16 79 51
51 71 70
38 42 67
81 71 69
79 51 16
54 5 62
12 56 61
20 37 10
27 51 68
47 49 30
26 39 19
52 29 3
23 82 45
30 73 54
57 40 21
54 63 40
64 2 44
58 76 24
46 44 63
58 77 70
5 12 55
9 16 16
77 32 34
32 26 2
57 61 25
72 26 58
32 69 50
21 67 21
81 30 58
74 8 27
27 44 19
20 39 42
35 50 56
49 22 21
33 65 58
37 40 35
78 62 4
78 4 53
89 7 59
28 56 65
1 23 5
57 70 58
43 29 7
50 69 33
10 21 43
31 76 14
25 57 10
82 62 66
24 38 29
14 27 68
75 21 26
8 18 28
43 22 50
53 74 45
69 64 48
41 85 46
35 64 13
6 68 43
80 76 63
82 52 53
1 58 63
2 3 27
46 49 66
69 87 17
29 9 59
64 28 1
20 59 39
68 81 23
18 16 62
19 25 17
73 45 14
71 38 10
57 30 67
23 2 63
23 56 3
57 50 37
9 18 61
62 42 7
15 62 59
59 74 57
26 88 49
79 25 18
15 84 18
62 35 3
38 50 49
35 86 46
20 63 27
51 20 15
24 9 50
76 24 70
84 1 35
54 70 43
58 34 9
14 43 53
37 85 37
35 48 52
53 58 47
86 13 53
81 27 12
19 77 16
85 4 24
51 37 1
44 11 22
10 40 69
33 54 31
24 52 53
33 25 2
72 1 48
46 50 68
43 52 58
25 72 35
90 19 66
32 30 65
83 35 11
79 22 19
85 74 11
2 51 51
54 11 69
82 37 43
1 78 40
13 32 18
43 71 69
37 19 44
48 85 45
26 41 27
42 58 65
33 23 70
59 19 68
5 75 29
83 25 13
73 11 20
31 10 47
83 62 7
49 33 8
85 50 33
52 22 1
72 44 12
50 83 39
29 83 60
24 35 54
68 64 54
88 61 30
81 59 44
16 22 36
21 57 39
67 2 31
72 35 1
79 47 39
28 38 54
58 44 58
51 50 67
34 83 61
37 23 19
1 17 30
42 5 22
6 83 25
43 86 37
24 83 28
89 65 58
62 2 41
55 40 7
51 13 17
63 3 42
36 67 18
47 66 29
65 87 63
68 47 59
90 17 18
43 42 38
8 61 57
27 8 30
82 59 39
50 64 10
38 74 32
28 19 55
21 28 24
86 46 14
38 69 70
75 56 9
72 45 36
10 82 68
84 61 36
53 17 45
3 24 45
12 24 34
26 47 2
12 79 9
88 30 4
15 29 11
77 70 25
76 28 31
10 18 57
54 24 20
65 35 1
70 43 24
61 18 7
13 15 51
41 51 31
36 72 15
2 33 10
3 90 53
19 45 47
15 53 51
2 60 69
45 42 60
10 4 56
15 52 43
68 45 11
70 46 11
58 71 27
79 64 36
24 62 46
32 35 44
6 86 46
31 37 60
65 36 67
6 17 61
22 31 17
24 88 41
39 7 3
19 65 9
15 41 68
48 21 68
73 32 44
24 77 66
77 36 7
59 63 17
46 77 5
12 25 60
72 39 68
51 26 4
56 87 29
5 33 44
39 65 18
45 23 70
66 37 22
77 43 56
74 4 35
1 14 18
73 1 9
14 47 25
27 90 69
65 29 10
64 41 41
47 42 66
73 20 63
76 35 54
37 89 54
17 72 63
85 34 29
53 16 59
38 20 67
49 85 22
40 24 50
19 12 64
29 50 68
17 39 47
8 14 3
76 46 48
68 46 70
58 72 26
12 69 5
37 9 54
1 75 11
74 19 21
80 59 45
30 76 24
45 44 67
30 48 45
60 33 50
29 24 26
64 42 59
24 67 39
90 56 61
22 83 17
38 56 37
28 85 54
84 20 64
25 74 46
11 85 4
28 71 27
70 27 58
43 81 42
41 66 6
31 89 56
21 31 51
32 85 20
5 10 61
87 31 22
10 65 64
3 88 65
55 25 27
46 90 60
40 46 69
68 42 63
58 22 22
34 46 13
76 49 58
65 59 49
25 90 16
4 31 65
49 50 51
19 60 58
30 52 4
13 80 70
8 75 13
80 26 9
81 46 2
87 64 8
89 47 66
55 86 13
5 78 68
8 9 24
48 81 17
12 46 3
58 86 57
71 36 54
3 35 23
25 41 6
50 24 46
14 32 8
63 17 7
59 56 11
41 90 6
87 5 7
51 35 51
1 22 65
65 43 35
39 10 39
81 39 9
46 18 51
38 49 9
15 73 6
1 66 59
30 84 48
33 81 67
23 31 6
47 36 26
14 81 5
33 18 44
90 18 56
21 88 46
20 16 45
42 32 47
42 89 70
2 31 33
11 42 6
2 57 28
20 90 47
65 46 7
28 86 23
3 8 61
62 44 28
17 69 66
83 30 3
86 20 67
7 26 39
16 81 34
55 89 31
40 90 18
8 47 4
8 17 68
72 21 15
80 58 60
41 62 63
83 49 68
32 70 38
33 50 25
9 65 18
36 39 38
9 63 56
70 1 48
64 61 70
49 31 8
83 41 30
59 6 25
35 33 12
6 56 14
33 39 28
2 40 16
30 15 21
36 68 19
54 41 70
65 40 63
2 39 58
62 47 30
27 67 41
74 30 57
75 36 3
20 14 10
19 15 14
13 25 67
52 48 68
39 32 21
52 33 44
20 3 18
24 79 66
66 2 12
41 40 30
43 9 13
40 66 62
88 28 39
79 39 40
14 62 49
24 46 64
76 40 56
61 29 69
79 29 8
15 17 6
36 3 39
50 28 20
9 72 2
7 54 29
32 38 4
16 6 36
