100 2000
13 54 80
21 65 73
86 95 73
100 33 79
75 96 100
77 61 80
4 51 52
95 93 77
80 31 78
87 76 54
38 64 91
97 95 99
73 71 59
72 64 53
70 74 89
78 73 65
59 21 90
86 80 73
80 99 86
66 12 86
60 50 82
52 88 81
24 51 89
52 61 67
53 29 57
94 87 71
91 56 74
64 6 57
69 92 59
52 89 94
74 31 67
97 99 59
69 77 94
74 77 74
73 59 100
79 6 87
94 58 87
73 98 78
55 77 86
63 76 94
29 19 92
80 73 82
49 80 90
81 74 96
76 4 62
68 87 100
35 100 62
59 34 69
42 73 90
75 70 53
85 78 65
11 85 54
33 42 79
39 64 77
56 74 92
23 7 58
83 21 74
98 93 86
71 27 98
69 95 59
46 77 84
72 7 55
46 50 77
7 47 61
71 90 84
71 84 60
77 60 74
57 88 83
18 84 76
89 77 74
98 60 95
65 22 87
100 4 66
36 63 61
75 22 76
97 86 97
40 77 78
75 63 56
82 70 64
76 21 59
33 48 99
91 26 75
42 40 72
64 12 59
62 16 68
61 46 60
90 10 99
32 72 93
83 34 97
40 56 59
80 93 76
25 22 75
66 53 64
38 96 87
36 18 75
93 60 87
77 56 67
70 48 62
8 54 56
61 99 78
49 82 87
81 32 77
86 33 78
16 14 52
76 88 56
42 69 54
78 57 64
28 64 76
83 68 51
95 43 77
2 1 79
86 67 50
88 94 71
36 96 55
87 51 53
72 10 84
3 100 57
55 43 80
71 96 69
51 20 62
100 88 84
19 10 60
61 84 52
67 20 95
68 11 81
4 97 76
76 57 91
70 71 98
71 54 77
92 96 83
98 47 79
2 44 84
31 22 56
54 55 86
84 74 50
17 97 79
36 72 88
47 10 59
95 99 68
32 40 59
21 99 72
96 47 92
26 11 94
86 18 72
65 82 67
36 79 71
13 38 85
84 65 98
6 17 78
36 76 66
39 57 61
76 74 65
49 64 52
72 79 51
2 91 50
59 56 51
93 90 94
17 100 52
41 73 67
100 66 55
91 8 90
98 25 56
91 78 77
100 39 77
46 14 50
69 97 51
40 64 68
63 7 74
78 40 63
86 89 58
21 82 68
81 72 50
81 92 98
81 59 67
22 61 60
59 67 94
51 35 78
95 30 64
32 61 92
67 30 95
84 69 92
81 89 91
97 70 54
54 97 95
89 57 81
86 71 74
61 60 84
89 97 98
73 95 62
49 37 55
69 86 95
68 79 54
5 34 79
58 46 84
70 85 78
71 30 78
86 56 51
67 91 97
98 81 84
64 88 82
83 53 97
84 72 95
27 73 85
100 18 78
59 30 88
63 50 93
23 28 89
97 82 66
62 57 65
15 85 61
79 53 100
51 79 69
97 90 62
18 88 74
33 93 76
41 50 79
32 70 51
18 27 100
34 72 57
92 34 79
23 40 80
6 95 70
54 40 51
53 87 51
21 96 53
89 62 76
4 99 76
70 12 92
73 74 75
63 93 88
17 40 82
12 40 57
79 35 80
21 78 67
87 52 59
92 72 67
20 21 73
24 40 60
68 95 85
7 35 57
51 82 85
8 48 78
90 42 54
60 36 55
52 20 92
79 88 88
78 92 60
15 46 58
59 98 83
56 71 72
44 8 66
46 11 100
96 76 82
78 81 61
71 74 88
95 85 83
94 46 60
84 93 55
20 16 65
84 79 57
87 88 91
11 84 60
50 72 66
82 55 82
23 85 55
43 7 98
82 90 50
30 83 68
16 50 56
26 67 81
8 66 75
38 63 75
67 90 78
56 99 97
12 93 64
91 53 89
61 54 88
96 95 95
18 32 52
65 76 71
52 78 97
18 35 77
71 7 84
66 20 70
91 92 59
78 45 81
87 83 66
22 5 90
89 26 92
77 66 62
24 33 65
56 52 58
85 76 57
97 22 75
38 6 68
91 36 63
12 24 83
50 97 64
29 31 76
79 85 72
51 15 78
51 56 99
63 69 88
94 6 57
19 69 73
23 48 84
68 57 81
9 37 84
65 79 57
60 83 58
80 92 54
2 100 98
21 92 98
66 29 61
11 55 71
72 49 71
69 55 60
88 78 93
44 100 53
59 88 94
21 100 63
89 68 59
71 98 85
91 58 60
2 38 80
48 39 79
45 16 86
68 96 92
43 37 70
93 32 88
35 45 89
73 100 75
69 20 65
19 90 87
30 7 97
70 86 85
50 17 68
14 83 78
22 17 58
36 88 50
51 69 85
56 30 81
96 90 79
29 91 59
97 18 93
41 100 51
25 91 55
71 81 79
11 38 97
82 85 59
51 78 51
38 50 67
74 40 55
86 54 64
64 63 93
55 85 82
53 57 68
80 54 70
55 7 71
53 50 86
34 21 80
19 94 71
26 55 96
86 19 96
76 56 57
57 40 70
73 76 99
52 47 51
5 81 94
94 89 62
29 2 92
64 85 63
32 90 60
81 54 52
37 22 63
54 56 78
16 57 75
17 35 76
41 65 62
96 65 80
13 43 94
93 51 67
76 35 65
97 61 89
62 3 89
59 13 74
16 32 57
96 100 52
99 93 100
21 1 84
86 59 61
100 20 84
26 30 88
64 70 62
37 36 99
37 15 63
99 90 84
18 64 71
38 48 100
40 55 87
36 6 60
52 77 72
59 58 93
89 28 97
35 29 67
33 21 85
90 85 85
20 33 68
30 82 76
99 92 69
47 71 91
86 76 87
33 62 58
8 46 72
86 99 74
94 30 67
58 89 98
23 9 99
79 92 52
12 7 79
98 69 98
43 88 98
23 76 92
60 37 85
72 87 56
83 86 72
85 88 91
79 87 51
82 69 95
99 85 76
86 92 88
91 63 84
74 62 83
60 25 59
17 36 68
14 85 92
87 29 98
74 90 83
18 95 89
87 55 53
78 9 75
7 48 81
69 41 75
66 21 77
87 77 58
46 80 94
6 20 60
82 78 80
16 37 54
76 92 50
34 73 67
80 89 91
72 75 70
39 14 81
69 76 96
54 72 59
39 87 59
64 22 52
63 96 94
19 78 72
44 15 50
39 92 71
15 93 82
15 78 99
40 27 75
53 82 96
48 76 57
48 89 66
94 65 55
98 55 88
85 87 72
91 62 100
83 74 62
40 37 77
40 21 87
97 36 77
89 82 64
20 41 79
91 99 69
53 84 88
53 76 74
70 76 81
79 91 70
9 56 93
97 12 76
35 91 50
15 21 70
66 85 51
61 66 98
98 5 60
65 33 91
24 22 66
55 25 74
42 82 95
41 36 85
61 23 64
10 53 76
58 93 52
41 64 92
20 8 89
42 29 63
24 16 93
30 79 72
45 75 87
83 72 75
66 68 56
20 5 83
46 99 57
93 85 57
74 65 62
44 96 91
83 67 73
62 29 86
79 22 57
93 69 50
96 33 69
11 100 84
21 38 68
26 34 62
95 76 83
78 90 73
88 96 69
11 65 65
9 45 65
48 92 94
41 63 76
49 74 79
75 31 55
93 96 57
86 52 73
64 90 71
41 85 84
58 68 78
1 91 98
71 61 94
68 84 84
90 70 88
66 39 91
36 21 53
75 99 55
45 85 91
9 47 100
86 94 99
49 30 68
92 35 88
86 20 65
91 16 94
36 54 76
39 67 99
24 88 56
100 23 87
27 13 68
79 54 93
68 19 57
55 16 94
73 46 71
15 27 65
33 94 61
35 1 71
59 80 77
61 65 60
69 94 99
79 7 74
99 24 74
93 81 71
5 66 75
57 79 90
83 61 69
26 5 52
83 85 74
99 15 82
99 72 70
4 47 95
78 49 72
58 70 56
57 28 92
30 20 79
49 6 80
49 41 98
62 76 90
28 24 72
59 15 93
43 28 84
38 59 75
46 65 76
67 23 65
58 79 69
51 98 53
4 46 95
85 17 56
16 99 94
94 37 76
85 26 99
3 5 53
55 8 55
49 88 76
13 41 97
48 43 66
99 82 77
83 38 53
73 56 75
59 36 50
37 68 55
95 31 66
83 100 81
100 68 67
98 91 74
79 74 60
38 84 72
52 23 69
31 54 99
95 38 91
87 70 71
17 42 61
27 74 92
75 95 57
96 78 55
18 1 83
69 85 76
79 43 72
100 61 88
18 57 55
18 91 85
77 18 87
54 29 82
2 46 90
20 87 78
96 29 77
7 4 58
78 77 87
95 94 79
100 78 83
67 72 59
20 50 55
84 98 78
7 10 91
96 20 93
6 59 77
100 81 53
22 23 80
55 9 82
40 4 95
89 87 88
66 44 83
91 76 73
80 66 89
42 34 52
97 41 58
53 52 63
57 55 84
89 79 54
46 88 59
20 71 69
1 20 75
44 39 94
49 47 91
86 98 66
3 18 92
48 91 72
50 89 68
36 27 60
50 11 71
95 88 51
2 66 63
48 2 75
61 20 62
45 66 59
18 22 85
66 14 75
76 99 83
32 88 96
41 88 55
69 91 83
28 58 96
72 40 73
79 94 86
10 55 50
69 33 98
100 34 67
56 46 84
90 23 87
23 81 78
35 62 54
76 83 89
75 10 71
53 11 63
76 58 77
93 2 61
47 23 78
41 55 94
100 71 54
60 84 73
92 9 83
89 11 62
80 36 94
90 18 78
12 23 63
100 13 91
88 54 68
19 27 56
98 76 100
67 77 87
8 76 66
19 1 96
8 77 67
71 63 67
88 23 90
49 42 85
33 22 77
37 50 51
90 44 91
58 85 69
85 4 66
57 83 84
97 72 50
43 57 72
20 29 67
22 39 85
41 59 63
87 92 52
76 43 90
100 9 52
42 79 57
37 34 57
7 89 63
57 32 68
26 36 71
37 55 50
60 7 53
18 13 93
61 42 64
22 12 85
91 46 65
82 93 63
72 77 67
26 60 52
97 7 73
94 51 74
81 27 83
53 99 93
42 65 67
100 77 61
81 50 69
91 81 82
92 60 75
71 17 79
80 43 71
92 94 69
31 78 100
20 37 66
92 98 98
35 71 97
88 91 93
69 90 91
49 46 83
81 75 64
22 2 87
9 61 85
94 55 74
98 18 55
75 30 82
49 19 73
59 8 74
37 77 60
19 88 92
31 30 83
84 76 83
88 73 60
17 89 91
70 10 85
78 74 53
65 81 91
71 46 90
74 26 90
89 84 73
42 71 90
20 27 88
14 50 84
54 53 59
71 87 84
100 93 92
57 61 67
58 52 77
16 52 96
33 61 58
72 25 96
86 63 62
88 90 58
61 28 60
47 48 61
32 17 70
59 97 63
86 30 79
87 75 67
2 14 72
72 74 58
68 24 77
24 5 82
80 76 90
71 77 71
95 32 51
28 41 73
39 72 76
70 88 97
74 1 85
50 67 56
11 37 71
10 2 65
55 29 100
73 93 86
11 19 93
79 8 64
78 44 74
43 52 67
23 2 95
65 67 81
5 41 75
48 63 81
94 52 74
43 69 86
34 97 69
95 26 88
80 30 52
53 25 94
83 84 90
92 95 88
94 90 80
78 94 78
66 34 96
42 43 57
93 35 50
46 30 94
94 98 86
55 58 53
3 32 73
89 34 79
32 49 69
75 38 88
25 28 60
2 30 83
97 58 50
49 63 75
90 98 59
60 2 82
77 98 93
24 21 59
83 97 99
92 57 77
100 59 99
4 70 71
74 61 85
57 74 54
81 70 96
54 87 60
93 53 99
67 64 58
24 67 62
93 83 99
2 47 88
74 52 100
43 45 64
94 28 75
70 30 55
64 97 85
87 84 56
71 6 78
55 74 81
64 80 62
92 82 98
30 68 81
49 97 65
95 83 75
58 33 78
52 83 100
53 56 52
39 13 60
78 64 54
16 71 92
26 6 75
54 11 54
63 26 85
12 68 54
25 67 96
88 71 71
99 39 97
2 28 89
33 89 73
95 1 60
81 86 82
42 19 67
27 84 80
68 43 82
11 57 77
28 67 83
44 54 92
30 9 97
84 88 80
42 99 80
64 82 82
76 11 57
86 43 73
77 99 51
22 86 68
6 81 81
33 74 72
2 20 90
70 99 67
99 19 86
51 86 89
69 45 82
16 6 75
88 97 87
51 37 68
8 58 75
35 60 64
15 73 60
98 95 91
3 69 79
66 98 82
7 67 50
94 70 67
41 58 57
96 8 92
25 66 67
55 71 97
30 48 76
38 47 91
65 35 85
44 51 72
81 97 50
81 68 85
88 5 58
25 61 58
65 23 60
82 76 82
3 78 86
9 44 79
75 23 89
59 62 50
33 60 62
33 34 67
89 3 63
39 62 91
47 46 77
54 35 79
70 96 65
73 69 65
20 73 96
54 20 77
36 24 65
28 10 90
13 1 79
75 67 69
57 86 52
53 5 62
24 56 66
63 21 74
70 84 81
86 55 50
35 33 61
64 16 83
63 29 57
55 19 93
82 47 53
6 7 83
11 78 97
24 69 80
63 56 68
80 91 72
10 98 81
88 7 89
48 1 59
35 49 74
69 54 63
45 46 57
58 7 82
82 36 91
100 67 60
90 79 56
99 14 56
97 79 65
80 58 80
39 94 93
42 16 64
62 77 68
21 56 57
41 30 58
65 89 100
28 42 63
45 39 73
24 6 84
97 14 57
30 85 95
70 98 75
44 4 51
87 46 97
73 67 70
45 28 54
74 50 74
84 28 82
60 1 60
87 6 71
41 11 96
5 47 65
76 55 93
95 49 52
42 89 83
57 52 53
28 93 83
83 22 57
93 87 92
66 13 98
71 10 57
59 50 86
88 77 88
60 31 56
72 21 88
60 97 99
88 12 62
50 24 96
16 58 74
39 84 80
50 54 89
52 45 84
82 56 59
81 82 79
96 98 82
9 70 83
63 17 64
75 64 71
17 43 60
23 59 86
10 83 51
100 57 98
31 63 84
74 44 89
72 29 87
67 81 76
5 32 68
43 67 85
84 55 78
89 41 55
51 39 64
63 65 80
8 100 62
32 67 66
36 3 98
36 42 84
80 61 93
94 77 63
45 55 75
89 21 89
17 1 88
49 70 90
85 29 54
99 27 68
35 28 97
75 100 59
67 35 53
16 88 66
81 56 55
32 76 56
48 80 94
92 28 54
67 98 96
55 52 95
1 43 68
48 95 64
25 6 76
85 37 65
56 60 85
21 75 65
30 65 77
21 55 100
72 62 54
19 73 73
42 24 60
49 17 77
55 46 73
44 18 100
91 52 92
47 35 52
51 77 64
42 25 91
85 84 56
61 18 82
68 20 65
17 79 97
30 88 54
10 95 70
84 97 72
59 89 65
9 53 84
19 52 98
94 21 61
65 38 67
64 53 51
97 66 72
65 77 77
85 71 74
87 60 61
60 11 98
30 35 77
29 56 70
32 65 84
37 91 67
47 44 76
23 27 68
37 26 70
17 57 80
77 28 80
52 40 54
46 100 58
50 79 70
73 68 86
54 37 68
16 25 85
36 47 68
62 75 58
7 42 61
11 15 54
77 82 79
24 49 99
99 13 100
38 52 96
64 31 76
90 75 66
73 86 71
63 87 93
44 37 59
40 2 98
78 95 82
91 65 54
31 9 60
99 47 50
68 50 56
72 80 81
60 51 51
100 10 90
77 14 95
97 8 84
12 20 63
81 35 94
26 39 87
9 90 89
81 96 58
65 78 65
58 73 68
60 79 64
34 87 99
12 26 68
8 10 73
96 13 81
85 44 95
1 78 53
42 77 83
1 87 76
7 56 66
17 30 76
82 68 69
44 65 62
59 54 59
86 23 59
67 15 81
69 22 58
85 62 68
99 81 85
73 84 53
25 30 57
42 84 61
87 82 57
99 41 98
55 93 55
48 53 77
82 80 67
55 79 72
16 5 78
71 59 88
44 26 71
84 90 92
99 28 60
100 38 93
45 30 61
11 45 76
43 70 80
78 98 51
1 67 68
81 79 97
39 2 58
7 65 87
73 17 53
99 45 90
47 42 68
71 79 85
43 32 86
56 4 63
59 76 82
1 7 73
55 95 92
38 40 73
88 99 74
86 87 100
93 76 92
74 80 89
20 47 88
92 62 100
25 83 91
3 55 55
52 32 68
24 39 51
80 67 62
64 35 76
10 60 72
85 27 95
59 84 98
86 50 86
38 55 79
48 77 88
32 23 93
100 91 77
70 72 70
53 98 89
35 77 69
74 64 83
53 32 51
49 93 85
81 47 70
10 21 94
32 82 58
23 95 94
82 83 72
47 72 88
72 4 87
50 91 77
76 44 98
99 30 68
81 88 52
69 5 77
47 31 85
54 91 81
89 53 84
95 50 74
59 75 85
59 55 64
66 15 74
56 10 79
3 8 59
7 54 99
80 65 59
69 62 74
72 98 63
3 86 91
80 85 68
18 10 100
28 48 63
10 51 92
75 58 98
82 60 55
95 72 96
70 92 63
25 80 69
13 29 57
51 12 70
42 23 90
65 17 64
76 61 84
47 79 64
61 13 88
66 1 82
10 12 84
7 45 78
42 70 88
59 64 79
46 21 56
31 4 77
52 41 71
62 80 87
62 68 79
28 75 90
39 33 58
70 21 90
65 48 91
25 94 57
91 72 90
68 35 62
45 32 71
55 67 66
82 45 74
70 26 81
71 44 66
56 48 92
59 92 61
29 52 55
19 56 90
1 27 51
71 93 70
24 57 74
63 67 54
67 48 66
60 8 65
17 37 91
39 11 93
47 51 74
49 73 69
58 77 75
71 60 88
46 98 83
40 50 91
42 52 64
22 93 99
96 87 58
83 99 58
98 89 56
98 52 83
91 75 76
62 65 87
7 94 83
43 9 54
13 30 62
23 20 73
43 64 67
79 93 78
13 12 100
35 75 70
29 46 52
38 88 74
89 35 96
63 84 82
41 26 71
43 83 92
23 31 94
14 6 71
75 27 96
90 55 64
48 11 95
39 68 87
15 69 96
22 63 89
90 54 70
64 36 90
89 2 64
31 3 97
70 47 68
47 89 81
23 39 96
66 72 100
40 86 62
23 70 99
58 86 97
84 57 65
20 38 60
99 23 92
37 66 51
81 84 98
50 93 74
66 90 97
37 6 92
17 61 64
81 58 96
94 53 64
35 25 70
7 85 69
86 93 88
72 100 72
59 46 59
77 96 80
74 2 78
43 41 99
10 96 64
85 53 68
97 85 70
27 26 98
32 10 56
46 96 75
88 74 90
3 75 73
53 97 66
98 88 61
25 63 62
91 30 52
75 88 87
8 56 82
93 56 76
14 92 90
16 36 59
50 28 81
39 53 56
15 48 74
87 95 92
65 34 92
68 47 86
91 71 56
3 6 66
63 81 79
4 73 86
5 77 53
26 56 88
27 86 58
38 53 55
50 8 74
88 60 78
25 89 88
90 5 58
5 29 94
63 19 100
60 59 71
71 97 96
70 46 72
43 75 57
48 73 86
33 7 52
75 71 62
45 53 87
49 94 55
61 55 53
76 66 56
28 47 82
77 29 87
80 56 94
48 61 71
96 52 76
14 87 85
80 75 87
24 84 94
44 62 94
42 91 53
73 45 60
15 55 94
96 22 50
29 81 92
92 10 53
99 32 86
77 81 93
75 7 99
43 40 96
89 15 54
78 32 100
10 48 58
14 31 96
28 51 91
29 78 54
10 52 75
47 15 57
77 34 79
45 67 84
26 40 62
9 25 59
77 31 100
89 66 94
33 15 65
83 41 88
81 57 94
9 10 85
10 57 69
50 58 93
58 57 95
79 29 74
41 82 66
34 53 96
82 79 90
43 2 85
58 34 77
80 27 97
15 61 53
95 65 78
61 91 98
31 50 57
17 28 54
45 59 83
6 68 90
56 42 81
88 26 86
21 73 75
12 4 82
18 63 100
5 64 61
57 45 83
13 85 58
69 18 93
82 44 89
60 73 83
19 71 81
89 96 69
63 77 98
39 63 56
81 38 70
43 39 87
47 90 67
32 51 84
99 66 53
59 61 72
42 81 88
88 31 92
20 28 52
11 83 66
4 25 96
97 30 77
18 42 60
34 14 100
33 91 83
8 47 98
10 94 85
92 29 78
86 82 77
68 94 97
67 71 99
27 79 71
75 42 96
64 81 75
83 55 82
10 23 87
78 80 70
47 76 67
50 76 59
50 61 71
58 39 99
14 82 75
72 89 99
74 100 62
79 63 90
31 76 80
9 81 90
74 91 98
23 68 66
15 100 71
74 34 81
6 21 78
97 65 65
54 6 79
29 28 89
9 85 57
79 34 94
16 82 99
33 52 69
43 94 77
15 81 88
96 23 66
57 54 84
36 98 89
40 11 89
8 99 58
4 42 64
13 64 65
67 16 84
45 1 73
97 48 61
42 22 50
96 50 56
31 53 83
51 74 96
98 79 87
83 98 83
66 69 55
80 81 92
1 10 65
41 70 94
73 57 54
32 12 53
43 63 60
25 70 68
19 26 63
60 62 50
65 39 93
93 37 58
7 5 85
26 32 68
70 38 76
82 19 76
3 40 91
17 46 99
83 70 55
47 45 99
58 84 90
65 2 95
65 90 93
18 37 98
14 38 56
82 98 84
41 91 55
17 13 66
72 16 81
23 92 75
89 73 100
79 40 66
72 17 55
100 14 67
34 96 87
87 43 96
74 66 62
78 20 62
40 49 99
4 50 68
100 40 77
74 69 60
90 60 95
86 46 74
64 27 86
5 38 68
82 31 51
16 63 87
77 64 72
47 29 53
89 70 55
54 98 62
51 50 66
15 4 62
59 51 98
53 58 61
9 65 81
52 92 78
31 91 77
72 19 90
12 85 57
46 79 88
9 48 99
87 57 64
72 30 57
59 68 58
44 61 70
20 95 70
17 84 63
76 54 96
20 77 55
3 93 74
91 47 77
38 42 79
75 76 73
25 11 57
7 32 55
29 80 71
37 39 75
55 48 68
65 52 69
8 29 85
19 51 50
67 2 72
91 17 94
46 22 75
51 57 100
77 38 82
90 51 91
75 37 85
3 38 62
48 34 64
71 51 81
44 29 76
73 38 68
52 59 79
80 26 70
75 97 76
40 92 68
54 74 85
98 87 52
38 82 99
65 37 50
98 50 59
78 93 84
99 38 88
57 99 100
31 61 97
5 78 56
69 49 98
53 92 97
4 79 74
45 19 57
17 66 63
88 37 77
85 73 76
12 43 95
47 1 83
98 41 89
19 97 96
91 86 70
95 90 79
76 16 66
87 18 79
